ArticleID,Journal,Volume,Issue,Part
370,ECA,58,5,1
371,ECA,58,5,1
372,ECA,58,5,1
373,ECA,58,5,1
374,ECA,58,5,1
375,ECA,58,5,1
376,ECA,58,4,1
377,ECA,58,4,1
378,ECA,58,4,1
379,ECA,58,4,1
380,ECA,58,4,1
381,ECA,58,4,1
382,ECA,58,4,1
383,ECA,58,4,1
384,ECA,58,3,1
385,ECA,58,3,1
386,ECA,58,3,1
387,ECA,58,3,1
388,ECA,58,3,1
389,ECA,58,3,1
390,ECA,58,3,1
391,ECA,58,3,1
392,ECA,58,3,1
393,ECA,58,2,1
394,ECA,58,2,1
395,ECA,58,2,1
396,ECA,58,2,1
397,ECA,58,2,1
398,ECA,58,2,1
399,ECA,58,2,1
400,ECA,58,2,1
401,ECA,58,2,1
402,ECA,58,1,1
403,ECA,58,1,1
404,ECA,58,1,1
405,ECA,58,1,1
406,ECA,58,1,1
407,ECA,58,1,1
408,ECA,58,1,1
409,ECA,58,1,1
410,ECA,57,6,1
411,ECA,57,6,1
412,ECA,57,6,1
413,ECA,57,6,1
414,ECA,57,6,1
415,ECA,57,6,1
416,ECA,57,6,1
417,ECA,57,5,1
418,ECA,57,5,1
419,ECA,57,5,1
420,ECA,57,5,1
421,ECA,57,5,1
422,ECA,57,5,1
423,ECA,57,5,1
424,ECA,57,4,1
425,ECA,57,4,1
426,ECA,57,4,1
427,ECA,57,4,1
428,ECA,57,4,1
429,ECA,57,4,1
430,ECA,57,4,1
431,ECA,57,4,1
432,ECA,57,3,1
433,ECA,57,3,1
434,ECA,57,3,1
435,ECA,57,3,1
436,ECA,57,3,1
437,ECA,57,3,1
438,ECA,57,3,1
439,ECA,57,3,1
440,ECA,57,2,1
441,ECA,57,2,1
442,ECA,57,2,1
443,ECA,57,2,1
444,ECA,57,2,1
445,ECA,57,2,1
446,ECA,57,2,1
447,ECA,57,2,1
448,ECA,57,1,1
449,ECA,57,1,1
450,ECA,57,1,1
451,ECA,57,1,1
452,ECA,57,1,1
453,ECA,57,1,1
454,ECA,57,1,1
455,ECA,57,1,1
456,ECA,56,6,1
457,ECA,56,6,1
458,ECA,56,6,1
459,ECA,56,6,1
460,ECA,56,6,1
461,ECA,56,6,1
462,ECA,56,6,1
463,ECA,56,6,1
464,ECA,56,6,1
465,ECA,56,6,1
466,ECA,56,5,1
467,ECA,56,5,1
468,ECA,56,5,1
469,ECA,56,5,1
470,ECA,56,5,1
471,ECA,56,5,1
472,ECA,56,5,1
473,ECA,56,5,1
474,ECA,56,5,1
475,ECA,56,5,1
476,ECA,56,4,1
477,ECA,56,4,1
478,ECA,56,4,1
479,ECA,56,4,1
480,ECA,56,4,1
481,ECA,56,4,1
482,ECA,56,4,1
483,ECA,56,4,1
484,ECA,56,4,1
485,ECA,56,4,1
486,ECA,56,4,1
487,ECA,56,3,1
488,ECA,56,3,1
489,ECA,56,3,1
490,ECA,56,3,1
491,ECA,56,3,1
492,ECA,56,3,1
493,ECA,56,3,1
494,ECA,56,3,1
495,ECA,56,3,1
496,ECA,56,2,1
497,ECA,56,2,1
498,ECA,56,2,1
499,ECA,56,2,1
500,ECA,56,2,1
501,ECA,56,2,1
502,ECA,56,2,1
503,ECA,56,2,1
504,ECA,56,2,1
505,ECA,56,2,1
506,ECA,56,1,1
507,ECA,56,1,1
508,ECA,56,1,1
509,ECA,56,1,1
510,ECA,56,1,1
511,ECA,56,1,1
512,ECA,55,6,1
513,ECA,55,6,1
514,ECA,55,6,1
515,ECA,55,6,1
516,ECA,55,6,1
517,ECA,55,6,1
518,ECA,55,6,1
519,ECA,55,6,1
520,ECA,55,6,1
521,ECA,55,6,1
522,ECA,55,6,1
523,ECA,55,5,1
524,ECA,55,5,1
525,ECA,55,5,1
526,ECA,55,5,1
527,ECA,55,5,1
528,ECA,55,5,1
529,ECA,55,5,1
530,ECA,55,5,1
531,ECA,55,5,1
532,ECA,55,4,1
533,ECA,55,4,1
534,ECA,55,4,1
535,ECA,55,4,1
536,ECA,55,4,1
537,ECA,55,4,1
538,ECA,55,4,1
539,ECA,55,4,1
540,ECA,55,4,1
541,ECA,55,4,1
542,ECA,55,4,1
543,ECA,55,3,1
544,ECA,55,3,1
545,ECA,55,3,1
546,ECA,55,3,1
547,ECA,55,3,1
548,ECA,55,3,1
549,ECA,55,3,1
550,ECA,55,3,1
551,ECA,55,3,1
552,ECA,55,3,1
553,ECA,55,2,1
554,ECA,55,2,1
555,ECA,55,2,1
556,ECA,55,2,1
557,ECA,55,2,1
558,ECA,55,2,1
559,ECA,55,2,1
560,ECA,55,2,1
561,ECA,55,2,1
562,ECA,55,2,1
563,ECA,55,1,1
564,ECA,55,1,1
565,ECA,55,1,1
566,ECA,55,1,1
567,ECA,55,1,1
568,ECA,55,1,1
569,ECA,55,1,1
570,ECA,54,6,1
571,ECA,54,6,1
572,ECA,54,6,1
573,ECA,54,6,1
574,ECA,54,6,1
575,ECA,54,6,1
576,ECA,54,6,1
577,ECA,54,6,1
578,ECA,54,6,1
579,ECA,54,6,1
580,ECA,54,6,1
582,ECA,54,5,1
583,ECA,54,5,1
584,ECA,54,5,1
585,ECA,54,5,1
586,ECA,54,5,1
587,ECA,54,5,1
588,ECA,54,5,1
589,ECA,54,5,1
590,ECA,54,5,1
591,ECA,54,5,1
592,ECA,54,5,1
593,ECA,54,4,1
594,ECA,54,4,1
595,ECA,54,4,1
596,ECA,54,4,1
597,ECA,54,4,1
598,ECA,54,4,1
599,ECA,54,4,1
600,ECA,54,4,1
601,ECA,54,4,1
602,ECA,54,4,1
603,ECA,54,4,1
604,ECA,54,4,1
605,ECA,54,3,1
606,ECA,54,3,1
607,ECA,54,3,1
608,ECA,54,3,1
609,ECA,54,3,1
610,ECA,54,3,1
611,ECA,54,3,1
612,ECA,54,3,1
613,ECA,54,2,1
614,ECA,54,2,1
615,ECA,54,2,1
616,ECA,54,2,1
617,ECA,54,2,1
618,ECA,54,2,1
619,ECA,54,2,1
620,ECA,54,2,1
621,ECA,54,2,1
622,ECA,54,1,1
623,ECA,54,1,1
624,ECA,54,1,1
625,ECA,54,1,1
626,ECA,54,1,1
627,ECA,54,1,1
628,ECA,54,1,1
629,ECA,54,1,1
630,ECA,54,1,1
631,ECA,54,1,1
632,ECA,54,1,1
633,ECA,53,6,1
634,ECA,53,6,1
635,ECA,53,6,1
636,ECA,53,6,1
637,ECA,53,6,1
638,ECA,53,6,1
639,ECA,53,6,1
640,ECA,53,6,1
641,ECA,53,6,1
642,ECA,53,6,1
643,ECA,53,6,1
644,ECA,53,5,1
645,ECA,53,5,1
646,ECA,53,5,1
647,ECA,53,5,1
648,ECA,53,5,1
649,ECA,53,5,1
650,ECA,53,5,1
651,ECA,53,5,1
652,ECA,53,5,1
653,ECA,53,5,1
654,ECA,53,4,1
655,ECA,53,4,1
656,ECA,53,4,1
657,ECA,53,4,1
658,ECA,53,4,1
659,ECA,53,4,1
660,ECA,53,4,1
661,ECA,53,4,1
662,ECA,53,4,1
663,ECA,53,4,1
664,ECA,53,4,1
665,ECA,53,4,1
666,ECA,53,4,1
667,ECA,53,3,1
668,ECA,53,3,1
669,ECA,53,3,1
670,ECA,53,3,1
671,ECA,53,3,1
672,ECA,53,3,1
673,ECA,53,3,1
674,ECA,53,3,1
675,ECA,53,2,1
676,ECA,53,2,1
677,ECA,53,2,1
678,ECA,53,2,1
679,ECA,53,2,1
680,ECA,53,2,1
681,ECA,53,2,1
682,ECA,53,2,1
683,ECA,53,2,1
684,ECA,53,2,1
685,ECA,53,2,1
686,ECA,53,1,1
687,ECA,53,1,1
688,ECA,53,1,1
689,ECA,53,1,1
690,ECA,53,1,1
691,ECA,53,1,1
692,ECA,53,1,1
693,ECA,53,1,1
694,ECA,53,1,1
695,ECA,52,6,1
696,ECA,52,6,1
697,ECA,52,6,1
698,ECA,52,6,1
699,ECA,52,6,1
700,ECA,52,6,1
701,ECA,52,6,1
702,ECA,52,6,1
703,ECA,52,6,1
704,ECA,52,5,1
705,ECA,52,5,1
706,ECA,52,5,1
707,ECA,52,5,1
708,ECA,52,5,1
709,ECA,52,5,1
710,ECA,52,5,1
711,ECA,52,5,1
712,ECA,52,5,1
713,ECA,52,5,1
714,ECA,52,5,1
715,ECA,52,4,1
716,ECA,52,4,1
717,ECA,52,4,1
718,ECA,52,4,1
719,ECA,52,4,1
720,ECA,52,4,1
721,ECA,52,4,1
722,ECA,52,4,1
723,ECA,52,4,1
724,ECA,52,4,1
725,ECA,52,4,1
726,ECA,52,4,1
727,ECA,52,4,1
728,ECA,52,3,1
729,ECA,52,3,1
730,ECA,52,3,1
731,ECA,52,3,1
732,ECA,52,3,1
733,ECA,52,3,1
734,ECA,52,3,1
735,ECA,52,3,1
736,ECA,52,3,1
737,ECA,52,3,1
738,ECA,52,3,1
739,ECA,52,2,1
740,ECA,52,2,1
741,ECA,52,2,1
742,ECA,52,2,1
743,ECA,52,2,1
744,ECA,52,2,1
745,ECA,52,2,1
746,ECA,52,2,1
747,ECA,52,2,1
748,ECA,52,2,1
749,ECA,52,2,1
750,ECA,52,1,1
751,ECA,52,1,1
752,ECA,52,1,1
753,ECA,52,1,1
754,ECA,52,1,1
755,ECA,52,1,1
756,ECA,52,1,1
757,ECA,52,1,1
758,ECA,51,6,1
759,ECA,51,6,1
760,ECA,51,6,1
761,ECA,51,6,1
762,ECA,51,6,1
763,ECA,51,6,1
764,ECA,51,6,1
765,ECA,51,6,1
766,ECA,51,6,1
767,ECA,51,6,1
768,ECA,51,5,1
769,ECA,51,5,1
770,ECA,51,5,1
771,ECA,51,5,1
772,ECA,51,5,1
773,ECA,51,5,1
774,ECA,51,5,1
775,ECA,51,5,1
776,ECA,51,5,1
777,ECA,51,5,1
778,ECA,51,5,1
779,ECA,51,5,1
780,ECA,51,5,1
781,ECA,51,5,1
782,ECA,51,5,1
783,ECA,51,5,1
784,ECA,51,4,1
785,ECA,51,4,1
786,ECA,51,4,1
787,ECA,51,4,1
788,ECA,51,4,1
789,ECA,51,4,1
790,ECA,51,4,1
791,ECA,51,4,1
792,ECA,51,4,1
793,ECA,51,4,1
794,ECA,51,4,1
795,ECA,51,4,1
796,ECA,51,4,1
797,ECA,51,4,1
798,ECA,51,4,1
799,ECA,51,4,1
800,ECA,51,4,1
801,ECA,51,4,1
802,ECA,51,3,1
803,ECA,51,3,1
804,ECA,51,3,1
805,ECA,51,3,1
806,ECA,51,3,1
807,ECA,51,3,1
808,ECA,51,3,1
809,ECA,51,3,1
810,ECA,51,3,1
811,ECA,51,3,1
812,ECA,51,3,1
813,ECA,51,3,1
814,ECA,51,3,1
815,ECA,51,3,1
816,ECA,51,3,1
817,ECA,51,3,1
818,ECA,51,2,1
819,ECA,51,2,1
820,ECA,51,2,1
821,ECA,51,2,1
822,ECA,51,2,1
823,ECA,51,2,1
824,ECA,51,2,1
825,ECA,51,2,1
826,ECA,51,2,1
827,ECA,51,2,1
828,ECA,51,2,1
829,ECA,51,2,1
830,ECA,51,1,1
831,ECA,51,1,1
832,ECA,51,1,1
833,ECA,51,1,1
834,ECA,51,1,1
835,ECA,51,1,1
836,ECA,51,1,1
837,ECA,51,1,1
838,ECA,51,1,1
839,ECA,50,6,1
840,ECA,50,6,1
841,ECA,50,6,1
842,ECA,50,6,1
843,ECA,50,6,1
844,ECA,50,6,1
845,ECA,50,6,1
846,ECA,50,6,1
847,ECA,50,6,1
848,ECA,50,6,1
849,ECA,50,6,1
850,ECA,50,5,1
851,ECA,50,5,1
852,ECA,50,5,1
853,ECA,50,5,1
854,ECA,50,5,1
855,ECA,50,5,1
856,ECA,50,5,1
857,ECA,50,5,1
858,ECA,50,5,1
859,ECA,50,5,1
860,ECA,50,5,1
861,ECA,50,4,1
862,ECA,50,4,1
863,ECA,50,4,1
864,ECA,50,4,1
865,ECA,50,4,1
866,ECA,50,4,1
867,ECA,50,4,1
868,ECA,50,4,1
869,ECA,50,4,1
870,ECA,50,4,1
871,ECA,50,3,1
872,ECA,50,3,1
873,ECA,50,3,1
874,ECA,50,3,1
875,ECA,50,3,1
876,ECA,50,3,1
877,ECA,50,3,1
878,ECA,50,3,1
879,ECA,50,3,1
880,ECA,50,3,1
881,ECA,50,3,1
882,ECA,50,3,1
883,ECA,50,3,1
884,ECA,50,2,1
885,ECA,50,2,1
886,ECA,50,2,1
887,ECA,50,2,1
888,ECA,50,2,1
889,ECA,50,2,1
890,ECA,50,2,1
891,ECA,50,2,1
892,ECA,50,2,1
893,ECA,50,1,1
894,ECA,50,1,1
895,ECA,50,1,1
896,ECA,50,1,1
897,ECA,50,1,1
898,ECA,50,1,1
899,ECA,50,1,1
900,ECA,50,1,1
901,ECA,50,1,1
902,ECA,50,1,1
903,ECA,50,1,1
904,ECA,50,1,1
905,ECA,49,6,1
906,ECA,49,6,1
907,ECA,49,6,1
908,ECA,49,6,1
909,ECA,49,6,1
910,ECA,49,6,1
911,ECA,49,6,1
912,ECA,49,6,1
913,ECA,49,6,1
914,ECA,49,6,1
915,ECA,49,6,1
916,ECA,49,6,1
917,ECA,49,5,1
918,ECA,49,5,1
919,ECA,49,5,1
920,ECA,49,5,1
921,ECA,49,5,1
922,ECA,49,5,1
923,ECA,49,5,1
924,ECA,49,5,1
925,ECA,49,5,1
926,ECA,49,5,1
927,ECA,49,4,1
928,ECA,49,4,1
929,ECA,49,4,1
930,ECA,49,4,1
931,ECA,49,4,1
932,ECA,49,4,1
933,ECA,49,4,1
934,ECA,49,4,1
935,ECA,49,4,1
936,ECA,49,4,1
937,ECA,49,4,1
938,ECA,49,4,1
939,ECA,49,3,1
940,ECA,49,3,1
941,ECA,49,3,1
942,ECA,49,3,1
943,ECA,49,3,1
944,ECA,49,3,1
945,ECA,49,3,1
946,ECA,49,3,1
947,ECA,49,3,1
948,ECA,49,3,1
949,ECA,49,3,1
950,ECA,49,2,1
951,ECA,49,2,1
952,ECA,49,2,1
953,ECA,49,2,1
954,ECA,49,2,1
955,ECA,49,2,1
956,ECA,49,2,1
957,ECA,49,2,1
958,ECA,49,2,1
959,ECA,49,2,1
960,ECA,49,2,1
961,ECA,49,2,1
962,ECA,49,1,1
963,ECA,49,1,1
964,ECA,49,1,1
965,ECA,49,1,1
966,ECA,49,1,1
967,ECA,49,1,1
968,ECA,49,1,1
969,ECA,49,1,1
970,ECA,49,1,1
971,ECA,49,1,1
972,ECA,48,7,1
973,ECA,48,7,1
974,ECA,48,7,1
975,ECA,48,7,1
976,ECA,48,7,1
977,ECA,48,7,1
978,ECA,48,7,1
979,ECA,48,7,1
980,ECA,48,7,1
981,ECA,48,7,1
982,ECA,48,7,1
983,ECA,48,7,1
984,ECA,48,7,1
985,ECA,48,6,1
986,ECA,48,6,1
987,ECA,48,6,1
988,ECA,48,6,1
989,ECA,48,6,1
990,ECA,48,6,1
991,ECA,48,6,1
992,ECA,48,6,1
993,ECA,48,6,1
994,ECA,48,6,1
995,ECA,48,6,1
996,ECA,48,5,1
997,ECA,48,5,1
998,ECA,48,5,1
999,ECA,48,5,1
1000,ECA,48,5,1
1001,ECA,48,5,1
1002,ECA,48,5,1
1003,ECA,48,5,1
1004,ECA,48,5,1
1005,ECA,48,5,1
1006,ECA,48,5,1
1007,ECA,48,5,1
1008,ECA,48,4,1
1009,ECA,48,4,1
1010,ECA,48,4,1
1011,ECA,48,4,1
1012,ECA,48,4,1
1013,ECA,48,4,1
1014,ECA,48,4,1
1015,ECA,48,4,1
1016,ECA,48,4,1
1017,ECA,48,4,1
1018,ECA,48,4,1
1019,ECA,48,4,1
1020,ECA,48,4,1
1021,ECA,48,4,1
1022,ECA,48,3,1
1023,ECA,48,3,1
1024,ECA,48,3,1
1025,ECA,48,3,1
1026,ECA,48,3,1
1027,ECA,48,3,1
1028,ECA,48,3,1
1029,ECA,48,3,1
1030,ECA,48,3,1
1031,ECA,48,3,1
1032,ECA,48,3,1
1033,ECA,48,2,1
1034,ECA,48,2,1
1035,ECA,48,2,1
1036,ECA,48,2,1
1037,ECA,48,2,1
1038,ECA,48,2,1
1039,ECA,48,2,1
1040,ECA,48,2,1
1041,ECA,48,2,1
1042,ECA,48,2,1
1043,ECA,48,2,1
1044,ECA,48,2,1
1045,ECA,48,2,1
1046,ECA,48,2,1
1047,ECA,48,2,1
1048,ECA,48,1,1
1049,ECA,48,1,1
1050,ECA,48,1,1
1051,ECA,48,1,1
1052,ECA,48,1,1
1053,ECA,48,1,1
1054,ECA,48,1,1
1055,ECA,48,1,1
1056,ECA,48,1,1
1057,ECA,48,1,1
1058,ECA,48,1,1
1059,ECA,47,6,1
1060,ECA,47,6,1
1061,ECA,47,6,1
1062,ECA,47,6,1
1063,ECA,47,6,1
1064,ECA,47,6,1
1065,ECA,47,6,1
1066,ECA,47,6,1
1067,ECA,47,6,1
1068,ECA,47,6,1
1069,ECA,47,6,1
1070,ECA,47,6,1
1071,ECA,47,6,1
1072,ECA,47,6,1
1073,ECA,47,5,1
1074,ECA,47,5,1
1075,ECA,47,5,1
1076,ECA,47,5,1
1077,ECA,47,5,1
1078,ECA,47,5,1
1079,ECA,47,5,1
1080,ECA,47,5,1
1081,ECA,47,5,1
1082,ECA,47,5,1
1083,ECA,47,5,1
1084,ECA,47,5,1
1085,ECA,47,5,1
1086,ECA,47,5,1
1087,ECA,47,4,1
1088,ECA,47,4,1
1089,ECA,47,4,1
1090,ECA,47,4,1
1091,ECA,47,4,1
1092,ECA,47,4,1
1093,ECA,47,4,1
1094,ECA,47,4,1
1095,ECA,47,4,1
1096,ECA,47,4,1
1097,ECA,47,4,1
1098,ECA,47,4,1
1099,ECA,47,3,1
1100,ECA,47,3,1
1101,ECA,47,3,1
1102,ECA,47,3,1
1103,ECA,47,3,1
1104,ECA,47,3,1
1105,ECA,47,3,1
1106,ECA,47,3,1
1107,ECA,47,3,1
1108,ECA,47,3,1
1109,ECA,47,3,1
1110,ECA,47,3,1
1111,ECA,47,3,1
1112,ECA,47,3,1
1113,ECA,47,2,1
1114,ECA,47,2,1
1115,ECA,47,2,1
1116,ECA,47,2,1
1117,ECA,47,2,1
1118,ECA,47,2,1
1119,ECA,47,2,1
1120,ECA,47,2,1
1121,ECA,47,2,1
1122,ECA,47,2,1
1123,ECA,47,1,1
1124,ECA,47,1,1
1125,ECA,47,1,1
1126,ECA,47,1,1
1127,ECA,47,1,1
1128,ECA,47,1,1
1129,ECA,47,1,1
1130,ECA,47,1,1
1131,ECA,47,1,1
1132,ECA,47,1,1
1133,ECA,47,1,1
1134,ECA,46,6,1
1135,ECA,46,6,1
1136,ECA,46,6,1
1137,ECA,46,6,1
1138,ECA,46,6,1
1139,ECA,46,6,1
1140,ECA,46,6,1
1141,ECA,46,6,1
1142,ECA,46,6,1
1143,ECA,46,6,1
1144,ECA,46,6,1
1145,ECA,46,6,1
1146,ECA,46,5,1
1147,ECA,46,5,1
1148,ECA,46,5,1
1149,ECA,46,5,1
1150,ECA,46,5,1
1151,ECA,46,5,1
