ArticleID,Journal,Volume,Issue,FirstPage
153,ECA,63,2,281
154,ECA,63,2,303
155,ECA,63,2,327
156,ECA,63,2,371
157,ECA,63,2,401
158,ECA,63,1,1
159,ECA,63,1,29
160,ECA,63,1,51
161,ECA,63,1,89
162,ECA,63,1,103
163,ECA,63,1,145
164,ECA,63,1,159
165,ECA,62,6,1251
166,ECA,62,6,1291
167,ECA,62,6,1327
168,ECA,62,6,1349
169,ECA,62,6,1383
170,ECA,62,6,1415
171,ECA,62,5,997
172,ECA,62,5,1041
173,ECA,62,5,1065
174,ECA,62,5,1087
175,ECA,62,5,1115
176,ECA,62,5,1141
177,ECA,62,5,1161
178,ECA,62,5,1179
179,ECA,62,5,1207
180,ECA,62,4,745
181,ECA,62,4,783
182,ECA,62,4,795
183,ECA,62,4,819
184,ECA,62,4,853
185,ECA,62,4,881
186,ECA,62,4,901
187,ECA,62,3,507
188,ECA,62,3,539
189,ECA,62,3,593
190,ECA,62,3,635
191,ECA,62,3,657
192,ECA,62,2,257
193,ECA,62,2,283
194,ECA,62,2,323
195,ECA,62,2,343
196,ECA,62,2,373
197,ECA,62,2,405
198,ECA,62,1,1
199,ECA,62,1,43
200,ECA,62,1,73
201,ECA,62,1,95
202,ECA,62,1,117
203,ECA,62,1,157
204,ECA,61,6,1247
205,ECA,61,6,1281
206,ECA,61,6,1313
207,ECA,61,6,1341
208,ECA,61,6,1355
209,ECA,61,6,1367
210,ECA,61,6,1395
211,ECA,61,5,989
212,ECA,61,5,1019
213,ECA,61,5,1047
214,ECA,61,5,1073
215,ECA,61,5,1109
216,ECA,61,5,1147
217,ECA,61,5,1173
218,ECA,61,5,1199
219,ECA,61,4,745
220,ECA,61,4,783
221,ECA,61,4,821
222,ECA,61,4,857
223,ECA,61,4,871
224,ECA,61,4,909
225,ECA,61,4,929
226,ECA,61,3,495
227,ECA,61,3,523
228,ECA,61,3,547
229,ECA,61,3,575
230,ECA,61,3,589
231,ECA,61,3,613
232,ECA,61,3,629
233,ECA,61,3,657
234,ECA,61,2,251
235,ECA,61,2,273
236,ECA,61,2,303
237,ECA,61,2,325
238,ECA,61,2,353
239,ECA,61,2,387
240,ECA,61,1,1
241,ECA,61,1,29
242,ECA,61,1,57
243,ECA,61,1,85
244,ECA,61,1,123
245,ECA,61,1,139
246,ECA,61,1,167
247,ECA,60,6,1233
248,ECA,60,6,1255
249,ECA,60,6,1273
250,ECA,60,6,1293
251,ECA,60,6,1331
252,ECA,60,6,1351
253,ECA,60,6,1387
254,ECA,60,6,1407
255,ECA,60,5,993
256,ECA,60,5,1009
257,ECA,60,5,1039
258,ECA,60,5,1071
259,ECA,60,5,1097
260,ECA,60,5,1127
261,ECA,60,5,1151
262,ECA,60,5,1171
263,ECA,60,5,1187
264,ECA,60,5,1215
265,ECA,60,4,745
266,ECA,60,4,781
267,ECA,60,4,803
268,ECA,60,4,837
269,ECA,60,4,859
270,ECA,60,4,877
271,ECA,60,4,889
272,ECA,60,4,919
273,ECA,60,4,973
274,ECA,60,3,505
275,ECA,60,3,533
276,ECA,60,3,567
277,ECA,60,3,597
278,ECA,60,3,627
279,ECA,60,3,651
280,ECA,60,3,667
281,ECA,60,2,239
282,ECA,60,2,271
283,ECA,60,2,287
284,ECA,60,2,323
285,ECA,60,2,353
286,ECA,60,2,395
287,ECA,60,1,1
288,ECA,60,1,43
289,ECA,60,1,57
290,ECA,60,1,77
291,ECA,60,1,107
292,ECA,60,1,119
293,ECA,60,1,145
294,ECA,60,1,159
295,ECA,59,6,1525
296,ECA,59,6,1551
297,ECA,59,6,1581
298,ECA,59,6,1591
299,ECA,59,6,1601
300,ECA,59,6,1617
301,ECA,59,6,1633
302,ECA,59,6,1659
303,ECA,59,6,1687
304,ECA,59,6,1713
305,ECA,59,6,1735
306,ECA,59,6,1755
307,ECA,59,5,1221
308,ECA,59,5,1249
309,ECA,59,5,1279
310,ECA,59,5,1315
311,ECA,59,5,1329
312,ECA,59,5,1365
313,ECA,59,5,1383
314,ECA,59,5,1395
315,ECA,59,5,1425
316,ECA,59,5,1455
317,ECA,59,4,909
318,ECA,59,4,925
319,ECA,59,4,953
320,ECA,59,4,967
321,ECA,59,4,981
322,ECA,59,4,997
323,ECA,59,4,1023
324,ECA,59,4,1041
325,ECA,59,4,1069
326,ECA,59,4,1091
327,ECA,59,4,1105
328,ECA,59,4,1127
329,ECA,59,3,595
330,ECA,59,3,611
331,ECA,59,3,637
332,ECA,59,3,667
333,ECA,59,3,687
334,ECA,59,3,711
335,ECA,59,3,731
336,ECA,59,3,755
337,ECA,59,3,787
338,ECA,59,3,817
339,ECA,59,2,283
340,ECA,59,2,307
341,ECA,59,2,347
342,ECA,59,2,371
343,ECA,59,2,397
344,ECA,59,2,425
345,ECA,59,2,441
346,ECA,59,2,461
347,ECA,59,2,479
348,ECA,59,1,1
349,ECA,59,1,25
350,ECA,59,1,61
351,ECA,59,1,81
352,ECA,59,1,99
353,ECA,59,1,123
354,ECA,59,1,139
355,ECA,59,1,165
356,ECA,59,1,189
357,ECA,59,1,211
358,ECA,58,6,1255
359,ECA,58,6,1279
360,ECA,58,6,1321
361,ECA,58,6,1341
362,ECA,58,6,1365
363,ECA,58,6,1391
364,ECA,58,6,1411
365,ECA,58,6,1443
366,ECA,58,5,1007
367,ECA,58,5,1041
368,ECA,58,5,1065
369,ECA,58,5,1083
370,ECA,58,5,1101
371,ECA,58,5,1121
372,ECA,58,5,1151
373,ECA,58,5,1181
374,ECA,58,5,1195
375,ECA,58,5,1215
376,ECA,58,4,757
377,ECA,58,4,783
378,ECA,58,4,809
379,ECA,58,4,839
380,ECA,58,4,861
381,ECA,58,4,873
382,ECA,58,4,901
383,ECA,58,4,929
384,ECA,58,3,525
385,ECA,58,3,543
386,ECA,58,3,571
387,ECA,58,3,597
388,ECA,58,3,621
389,ECA,58,3,637
390,ECA,58,3,661
391,ECA,58,3,683
392,ECA,58,3,705
393,ECA,58,2,277
394,ECA,58,2,309
395,ECA,58,2,349
396,ECA,58,2,379
397,ECA,58,2,411
398,ECA,58,2,429
399,ECA,58,2,453
400,ECA,58,2,475
401,ECA,58,2,495
402,ECA,58,1,1
403,ECA,58,1,25
404,ECA,58,1,53
405,ECA,58,1,75
406,ECA,58,1,93
407,ECA,58,1,113
408,ECA,58,1,145
409,ECA,58,1,165
410,ECA,57,6,1243
411,ECA,57,6,1279
412,ECA,57,6,1299
413,ECA,57,6,1317
414,ECA,57,6,1341
415,ECA,57,6,1361
416,ECA,57,6,1403
417,ECA,57,5,995
418,ECA,57,5,1027
419,ECA,57,5,1059
420,ECA,57,5,1091
421,ECA,57,5,1121
422,ECA,57,5,1153
423,ECA,57,5,1171
424,ECA,57,4,759
425,ECA,57,4,779
426,ECA,57,4,815
427,ECA,57,4,831
428,ECA,57,4,861
429,ECA,57,4,889
430,ECA,57,4,911
431,ECA,57,4,937
432,ECA,57,3,511
433,ECA,57,3,533
434,ECA,57,3,559
435,ECA,57,3,571
436,ECA,57,3,589
437,ECA,57,3,615
438,ECA,57,3,637
439,ECA,57,3,661
440,ECA,57,2,275
441,ECA,57,2,307
442,ECA,57,2,335
443,ECA,57,2,357
444,ECA,57,2,385
445,ECA,57,2,411
446,ECA,57,2,447
447,ECA,57,2,481
448,ECA,57,1,1
449,ECA,57,1,41
450,ECA,57,1,81
451,ECA,57,1,97
452,ECA,57,1,115
453,ECA,57,1,135
454,ECA,57,1,163
455,ECA,57,1,171
456,ECA,56,6,1247
457,ECA,56,6,1259
458,ECA,56,6,1283
459,ECA,56,6,1301
460,ECA,56,6,1315
461,ECA,56,6,1333
462,ECA,56,6,1355
463,ECA,56,6,1371
464,ECA,56,6,1397
465,ECA,56,6,1419
466,ECA,56,5,997
467,ECA,56,5,1021
468,ECA,56,5,1045
469,ECA,56,5,1065
470,ECA,56,5,1085
471,ECA,56,5,1119
472,ECA,56,5,1153
473,ECA,56,5,1177
474,ECA,56,5,1191
475,ECA,56,5,1221
476,ECA,56,4,755
477,ECA,56,4,787
478,ECA,56,4,815
479,ECA,56,4,841
480,ECA,56,4,851
481,ECA,56,4,877
482,ECA,56,4,909
483,ECA,56,4,931
484,ECA,56,4,955
485,ECA,56,4,973
486,ECA,56,4,981
487,ECA,56,3,497
488,ECA,56,3,531
489,ECA,56,3,549
490,ECA,56,3,571
491,ECA,56,3,601
492,ECA,56,3,613
493,ECA,56,3,645
494,ECA,56,3,661
495,ECA,56,3,693
496,ECA,56,2,259
497,ECA,56,2,295
498,ECA,56,2,317
499,ECA,56,2,335
500,ECA,56,2,361
501,ECA,56,2,383
502,ECA,56,2,397
503,ECA,56,2,411
504,ECA,56,2,433
505,ECA,56,2,449
506,ECA,56,1,1
507,ECA,56,1,37
508,ECA,56,1,63
509,ECA,56,1,91
510,ECA,56,1,119
511,ECA,56,1,147
512,ECA,55,6,1249
513,ECA,55,6,1275
514,ECA,55,6,1305
515,ECA,55,6,1331
516,ECA,55,6,1349
517,ECA,55,6,1367
518,ECA,55,6,1391
519,ECA,55,6,1403
520,ECA,55,6,1419
521,ECA,55,6,1433
522,ECA,55,6,1451
523,ECA,55,5,999
524,ECA,55,5,1035
525,ECA,55,5,1057
526,ECA,55,5,1075
527,ECA,55,5,1109
528,ECA,55,5,1139
529,ECA,55,5,1151
530,ECA,55,5,1165
531,ECA,55,5,1187
532,ECA,55,4,749
533,ECA,55,4,765
534,ECA,55,4,801
535,ECA,55,4,819
536,ECA,55,4,849
537,ECA,55,4,875
538,ECA,55,4,893
539,ECA,55,4,911
540,ECA,55,4,923
541,ECA,55,4,935
542,ECA,55,4,963
543,ECA,55,3,491
544,ECA,55,3,515
545,ECA,55,3,533
546,ECA,55,3,559
547,ECA,55,3,587
548,ECA,55,3,615
549,ECA,55,3,633
550,ECA,55,3,647
551,ECA,55,3,663
552,ECA,55,3,675
553,ECA,55,2,251
554,ECA,55,2,277
555,ECA,55,2,303
556,ECA,55,2,329
557,ECA,55,2,357
558,ECA,55,2,363
559,ECA,55,2,391
560,ECA,55,2,409
561,ECA,55,2,425
562,ECA,55,2,441
563,ECA,55,1,1
564,ECA,55,1,19
565,ECA,55,1,43
566,ECA,55,1,69
567,ECA,55,1,95
568,ECA,55,1,117
569,ECA,55,1,143
570,ECA,54,6,1259
571,ECA,54,6,1271
572,ECA,54,6,1319
573,ECA,54,6,1339
574,ECA,54,6,1357
575,ECA,54,6,1375
576,ECA,54,6,1387
577,ECA,54,6,1407
578,ECA,54,6,1425
579,ECA,54,6,1435
580,ECA,54,6,1461
582,ECA,54,5,1003
583,ECA,54,5,1039
584,ECA,54,5,1055
585,ECA,54,5,1079
586,ECA,54,5,1099
587,ECA,54,5,1129
588,ECA,54,5,1161
589,ECA,54,5,1185
590,ECA,54,5,1197
591,ECA,54,5,1207
592,ECA,54,5,1237
593,ECA,54,4,755
594,ECA,54,4,785
595,ECA,54,4,807
596,ECA,54,4,819
597,ECA,54,4,845
598,ECA,54,4,869
599,ECA,54,4,881
600,ECA,54,4,897
601,ECA,54,4,909
602,ECA,54,4,923
603,ECA,54,4,943
604,ECA,54,4,961
605,ECA,54,3,507
606,ECA,54,3,533
607,ECA,54,3,555
608,ECA,54,3,585
609,ECA,54,3,607
610,ECA,54,3,623
611,ECA,54,3,641
612,ECA,54,3,657
613,ECA,54,2,249
614,ECA,54,2,275
615,ECA,54,2,295
616,ECA,54,2,313
617,ECA,54,2,323
618,ECA,54,2,359
619,ECA,54,2,363
620,ECA,54,2,395
621,ECA,54,2,415
622,ECA,54,1,1
623,ECA,54,1,23
624,ECA,54,1,47
625,ECA,54,1,65
626,ECA,54,1,87
627,ECA,54,1,95
628,ECA,54,1,109
629,ECA,54,1,129
630,ECA,54,1,139
631,ECA,54,1,153
632,ECA,54,1,171
633,ECA,53,6,1255
634,ECA,53,6,1283
635,ECA,53,6,1295
636,ECA,53,6,1315
637,ECA,53,6,1337
638,ECA,53,6,1357
639,ECA,53,6,1369
640,ECA,53,6,1395
641,ECA,53,6,1411
642,ECA,53,6,1421
643,ECA,53,6,1499
644,ECA,53,5,995
645,ECA,53,5,1047
646,ECA,53,5,1071
647,ECA,53,5,1101
648,ECA,53,5,1117
649,ECA,53,5,1133
650,ECA,53,5,1151
651,ECA,53,5,1173
652,ECA,53,5,1199
653,ECA,53,5,1233
654,ECA,53,4,745
655,ECA,53,4,757
656,ECA,53,4,767
657,ECA,53,4,783
658,ECA,53,4,807
659,ECA,53,4,817
660,ECA,53,4,837
661,ECA,53,4,873
662,ECA,53,4,889
663,ECA,53,4,905
664,ECA,53,4,923
665,ECA,53,4,945
666,ECA,53,4,963
667,ECA,53,3,503
668,ECA,53,3,545
669,ECA,53,3,567
670,ECA,53,3,587
671,ECA,53,3,599
672,ECA,53,3,613
673,ECA,53,3,629
674,ECA,53,3,659
675,ECA,53,2,253
676,ECA,53,2,271
677,ECA,53,2,295
678,ECA,53,2,307
679,ECA,53,2,329
680,ECA,53,2,345
681,ECA,53,2,363
682,ECA,53,2,385
683,ECA,53,2,409
684,ECA,53,2,433
685,ECA,53,2,455
686,ECA,53,1,1
687,ECA,53,1,31
688,ECA,53,1,69
689,ECA,53,1,77
690,ECA,53,1,85
691,ECA,53,1,109
692,ECA,53,1,129
693,ECA,53,1,157
694,ECA,53,1,177
695,ECA,52,6,1327
696,ECA,52,6,1351
697,ECA,52,6,1365
698,ECA,52,6,1369
699,ECA,52,6,1387
700,ECA,52,6,1415
701,ECA,52,6,1437
702,ECA,52,6,1453
703,ECA,52,6,1473
704,ECA,52,5,1085
705,ECA,52,5,1117
706,ECA,52,5,1151
707,ECA,52,5,1167
708,ECA,52,5,1179
709,ECA,52,5,1191
710,ECA,52,5,1199
711,ECA,52,5,1219
712,ECA,52,5,1241
713,ECA,52,5,1271
714,ECA,52,5,1291
715,ECA,52,4,811
716,ECA,52,4,827
717,ECA,52,4,843
718,ECA,52,4,865
719,ECA,52,4,873
720,ECA,52,4,887
721,ECA,52,4,909
722,ECA,52,4,939
723,ECA,52,4,963
724,ECA,52,4,975
725,ECA,52,4,995
726,ECA,52,4,1007
727,ECA,52,4,1029
728,ECA,52,3,541
729,ECA,52,3,563
730,ECA,52,3,579
731,ECA,52,3,599
732,ECA,52,3,631
733,ECA,52,3,647
734,ECA,52,3,665
735,ECA,52,3,681
736,ECA,52,3,701
737,ECA,52,3,721
738,ECA,52,3,737
739,ECA,52,2,271
740,ECA,52,2,321
741,ECA,52,2,345
742,ECA,52,2,363
743,ECA,52,2,391
744,ECA,52,2,419
745,ECA,52,2,427
746,ECA,52,2,449
747,ECA,52,2,461
748,ECA,52,2,489
749,ECA,52,2,507
750,ECA,52,1,21
751,ECA,52,1,47
752,ECA,52,1,59
753,ECA,52,1,87
754,ECA,52,1,123
755,ECA,52,1,143
756,ECA,52,1,163
757,ECA,52,1,185
758,ECA,51,6,1605
759,ECA,51,6,1635
760,ECA,51,6,1661
761,ECA,51,6,1677
762,ECA,51,6,1699
763,ECA,51,6,1731
764,ECA,51,6,1753
765,ECA,51,6,1767
766,ECA,51,6,1799
767,ECA,51,6,1821
768,ECA,51,5,1251
769,ECA,51,5,1281
770,ECA,51,5,1305
771,ECA,51,5,1325
772,ECA,51,5,1345
773,ECA,51,5,1363
774,ECA,51,5,1389
775,ECA,51,5,1407
776,ECA,51,5,1417
777,ECA,51,5,1439
778,ECA,51,5,1449
779,ECA,51,5,1469
780,ECA,51,5,1485
781,ECA,51,5,1505
782,ECA,51,5,1527
783,ECA,51,5,1551
784,ECA,51,4,895
785,ECA,51,4,919
786,ECA,51,4,939
787,ECA,51,4,955
788,ECA,51,4,971
789,ECA,51,4,981
790,ECA,51,4,997
791,ECA,51,4,1021
792,ECA,51,4,1033
793,ECA,51,4,1047
794,ECA,51,4,1065
795,ECA,51,4,1093
796,ECA,51,4,1109
797,ECA,51,4,1121
798,ECA,51,4,1145
799,ECA,51,4,1169
800,ECA,51,4,1187
801,ECA,51,4,1209
802,ECA,51,3,537
803,ECA,51,3,553
804,ECA,51,3,565
805,ECA,51,3,575
806,ECA,51,3,585
807,ECA,51,3,599
808,ECA,51,3,611
809,ECA,51,3,637
810,ECA,51,3,647
811,ECA,51,3,675
812,ECA,51,3,731
813,ECA,51,3,751
814,ECA,51,3,765
815,ECA,51,3,783
816,ECA,51,3,799
817,ECA,51,3,821
818,ECA,51,2,277
819,ECA,51,2,321
820,ECA,51,2,335
821,ECA,51,2,355
822,ECA,51,2,367
823,ECA,51,2,377
824,ECA,51,2,389
825,ECA,51,2,403
826,ECA,51,2,435
827,ECA,51,2,455
828,ECA,51,2,463
829,ECA,51,2,485
830,ECA,51,1,7
831,ECA,51,1,47
832,ECA,51,1,69
833,ECA,51,1,79
834,ECA,51,1,99
835,ECA,51,1,117
836,ECA,51,1,153
837,ECA,51,1,175
838,ECA,51,1,197
839,ECA,50,6,1345
840,ECA,50,6,1371
841,ECA,50,6,1393
842,ECA,50,6,1415
843,ECA,50,6,1431
844,ECA,50,6,1453
845,ECA,50,6,1483
846,ECA,50,6,1505
847,ECA,50,6,1525
848,ECA,50,6,1547
849,ECA,50,6,1559
850,ECA,50,5,1089
851,ECA,50,5,1123
852,ECA,50,5,1143
853,ECA,50,5,1163
854,ECA,50,5,1183
855,ECA,50,5,1207
856,ECA,50,5,1219
857,ECA,50,5,1243
858,ECA,50,5,1269
859,ECA,50,5,1287
860,ECA,50,5,1307
861,ECA,50,4,825
862,ECA,50,4,863
863,ECA,50,4,895
864,ECA,50,4,911
865,ECA,50,4,931
866,ECA,50,4,945
867,ECA,50,4,975
868,ECA,50,4,987
869,ECA,50,4,1009
870,ECA,50,4,1029
871,ECA,50,3,537
872,ECA,50,3,569
873,ECA,50,3,583
874,ECA,50,3,593
875,ECA,50,3,607
876,ECA,50,3,639
877,ECA,50,3,649
878,ECA,50,3,671
879,ECA,50,3,689
880,ECA,50,3,713
881,ECA,50,3,725
882,ECA,50,3,737
883,ECA,50,3,749
884,ECA,50,2,277
885,ECA,50,2,325
886,ECA,50,2,345
887,ECA,50,2,377
888,ECA,50,2,409
889,ECA,50,2,427
890,ECA,50,2,443
891,ECA,50,2,483
892,ECA,50,2,501
893,ECA,50,1,1
894,ECA,50,1,27
895,ECA,50,1,43
896,ECA,50,1,63
897,ECA,50,1,81
898,ECA,50,1,97
899,ECA,50,1,111
900,ECA,50,1,127
901,ECA,50,1,145
902,ECA,50,1,163
903,ECA,50,1,193
904,ECA,50,1,213
905,ECA,49,6,1377
906,ECA,49,6,1399
907,ECA,49,6,1417
908,ECA,49,6,1427
909,ECA,49,6,1443
910,ECA,49,6,1457
911,ECA,49,6,1469
912,ECA,49,6,1477
913,ECA,49,6,1501
914,ECA,49,6,1521
915,ECA,49,6,1553
916,ECA,49,6,1559
917,ECA,49,5,1127
918,ECA,49,5,1149
919,ECA,49,5,1173
920,ECA,49,5,1201
921,ECA,49,5,1225
922,ECA,49,5,1245
923,ECA,49,5,1261
924,ECA,49,5,1289
925,ECA,49,5,1317
926,ECA,49,5,1331
927,ECA,49,4,819
928,ECA,49,4,843
929,ECA,49,4,869
930,ECA,49,4,883
931,ECA,49,4,911
932,ECA,49,4,921
933,ECA,49,4,945
934,ECA,49,4,965
935,ECA,49,4,981
936,ECA,49,4,1007
937,ECA,49,4,1035
938,ECA,49,4,1057
939,ECA,49,3,555
940,ECA,49,3,575
941,ECA,49,3,597
942,ECA,49,3,621
943,ECA,49,3,639
944,ECA,49,3,655
945,ECA,49,3,679
946,ECA,49,3,713
947,ECA,49,3,741
948,ECA,49,3,753
949,ECA,49,3,781
950,ECA,49,2,279
951,ECA,49,2,319
952,ECA,49,2,335
953,ECA,49,2,359
954,ECA,49,2,369
955,ECA,49,2,379
956,ECA,49,2,395
957,ECA,49,2,425
958,ECA,49,2,437
959,ECA,49,2,451
960,ECA,49,2,491
961,ECA,49,2,505
962,ECA,49,1,1
963,ECA,49,1,33
964,ECA,49,1,65
965,ECA,49,1,73
966,ECA,49,1,85
967,ECA,49,1,105
968,ECA,49,1,131
969,ECA,49,1,153
970,ECA,49,1,171
971,ECA,49,1,193
972,ECA,48,7,1585
973,ECA,48,7,1595
974,ECA,48,7,1617
975,ECA,48,7,1635
976,ECA,48,7,1667
977,ECA,48,7,1675
978,ECA,48,7,1711
979,ECA,48,7,1727
980,ECA,48,7,1745
981,ECA,48,7,1755
982,ECA,48,7,1763
983,ECA,48,7,1791
984,ECA,48,7,1805
985,ECA,48,6,1333
986,ECA,48,6,1347
987,ECA,48,6,1365
988,ECA,48,6,1381
989,ECA,48,6,1393
990,ECA,48,6,1419
991,ECA,48,6,1451
992,ECA,48,6,1467
993,ECA,48,6,1487
994,ECA,48,6,1507
995,ECA,48,6,1521
996,ECA,48,5,1083
997,ECA,48,5,1099
998,ECA,48,5,1107
999,ECA,48,5,1139
1000,ECA,48,5,1149
1001,ECA,48,5,1169
1002,ECA,48,5,1187
1003,ECA,48,5,1211
1004,ECA,48,5,1233
1005,ECA,48,5,1251
1006,ECA,48,5,1257
1007,ECA,48,5,1281
1008,ECA,48,4,817
1009,ECA,48,4,839
1010,ECA,48,4,853
1011,ECA,48,4,861
1012,ECA,48,4,879
1013,ECA,48,4,899
1014,ECA,48,4,923
1015,ECA,48,4,955
1016,ECA,48,4,973
1017,ECA,48,4,987
1018,ECA,48,4,1005
1019,ECA,48,4,1013
1020,ECA,48,4,1031
1021,ECA,48,4,1053
1022,ECA,48,3,547
1023,ECA,48,3,565
1024,ECA,48,3,577
1025,ECA,48,3,613
1026,ECA,48,3,627
1027,ECA,48,3,643
1028,ECA,48,3,663
1029,ECA,48,3,675
1030,ECA,48,3,697
1031,ECA,48,3,721
1032,ECA,48,3,747
1033,ECA,48,2,283
1034,ECA,48,2,307
1035,ECA,48,2,315
1036,ECA,48,2,333
1037,ECA,48,2,355
1038,ECA,48,2,371
1039,ECA,48,2,387
1040,ECA,48,2,401
1041,ECA,48,2,423
1042,ECA,48,2,437
1043,ECA,48,2,457
1044,ECA,48,2,477
1045,ECA,48,2,479
1046,ECA,48,2,491
1047,ECA,48,2,505
1048,ECA,48,1,1
1049,ECA,48,1,49
1050,ECA,48,1,75
1051,ECA,48,1,97
1052,ECA,48,1,127
1053,ECA,48,1,135
1054,ECA,48,1,153
1055,ECA,48,1,177
1056,ECA,48,1,201
1057,ECA,48,1,227
1058,ECA,48,1,241
1059,ECA,47,6,1321
1060,ECA,47,6,1337
1061,ECA,47,6,1353
1062,ECA,47,6,1367
1063,ECA,47,6,1391
1064,ECA,47,6,1403
1065,ECA,47,6,1421
1066,ECA,47,6,1433
1067,ECA,47,6,1441
1068,ECA,47,6,1457
1069,ECA,47,6,1475
1070,ECA,47,6,1499
1071,ECA,47,6,1513
1072,ECA,47,6,1527
1073,ECA,47,5,1057
1074,ECA,47,5,1085
1075,ECA,47,5,1113
1076,ECA,47,5,1127
1077,ECA,47,5,1137
1078,ECA,47,5,1145
1079,ECA,47,5,1151
1080,ECA,47,5,1175
1081,ECA,47,5,1195
1082,ECA,47,5,1209
1083,ECA,47,5,1249
1084,ECA,47,5,1267
1085,ECA,47,5,1287
1086,ECA,47,5,1295
1087,ECA,47,4,801
1088,ECA,47,4,821
1089,ECA,47,4,869
1090,ECA,47,4,877
1091,ECA,47,4,883
1092,ECA,47,4,901
1093,ECA,47,4,921
1094,ECA,47,4,939
1095,ECA,47,4,957
1096,ECA,47,4,977
1097,ECA,47,4,997
1098,ECA,47,4,1005
1099,ECA,47,3,539
1100,ECA,47,3,565
1101,ECA,47,3,579
1102,ECA,47,3,603
1103,ECA,47,3,627
1104,ECA,47,3,641
1105,ECA,47,3,655
1106,ECA,47,3,679
1107,ECA,47,3,689
1108,ECA,47,3,709
1109,ECA,47,3,733
1110,ECA,47,3,739
1111,ECA,47,3,747
1112,ECA,47,3,761
1113,ECA,47,2,263
1114,ECA,47,2,293
1115,ECA,47,2,331
1116,ECA,47,2,361
1117,ECA,47,2,387
1118,ECA,47,2,393
