ArticleID,PubDate,AuthorID,Year,Received,Accepted,CiteCount,ReceivedYear,AcceptedYear,FirstPage,LastPage,PageN,ReviewLength,Birth,ChildReceived,ChildAccepted
10825,1991-04-01,24,1991,1989-11-01,1990-10-01,86,1989,1990,211,235,24,11.133333333333333,0,,
10918,1993-04-01,24,1993,1988-12-01,1992-07-01,69,1988,1992,309,327,18,43.6,0,,
3675,1999-01-01,26,1999,1995-09-01,1997-12-01,22,1995,1997,45,64,19,27.4,0,,
4075,2006-11-01,26,2006,2004-12-01,2006-02-01,24,2004,2006,1603,1636,33,14.233333333333333,0,,
11438,1983-10-01,26,1983,1981-06-01,1982-10-01,7,1981,1982,677,693,16,16.233333333333334,0,,
134,1995-09-01,30,1995,1991-09-01,1994-10-01,258,1991,1994,1161,1180,19,37.53333333333333,0,,
350,1991-01-01,30,1991,1986-09-01,1990-01-01,104,1986,1990,61,79,18,40.6,0,,
351,1991-01-01,30,1991,1986-09-01,1990-01-01,59,1986,1990,81,98,17,40.6,0,,
518,1987-11-01,30,1987,1985-09-01,1986-11-01,113,1985,1986,1391,1402,11,14.2,0,,
4131,2008-03-01,30,2008,2004-12-01,2007-10-01,62,2004,2007,307,352,45,34.46666666666667,0,,
8496,2013-03-01,35,2013,2009-07-01,2012-09-01,54,2009,2012,667,737,70,38.6,0,,
4079,2006-11-01,41,2006,2005-07-01,2006-06-01,26,2005,2006,1715,1721,6,11.166666666666666,0,,
8350,2010-07-01,43,2010,2007-05-01,2010-02-01,62,2007,2010,1375,1412,37,33.56666666666667,0,,
4024,2005-11-01,44,2005,2003-09-01,2005-05-01,27,2003,2005,1939,1976,37,20.266666666666666,0,,
4077,2006-11-01,46,2006,2004-11-01,2006-06-01,36,2004,2006,1675,1698,23,19.233333333333334,1,,1.0
4077,2006-11-01,46,2006,2004-11-01,2006-06-01,36,2004,2006,1675,1698,23,19.233333333333334,0,,
9707,2005-01-01,46,2005,2002-05-01,2004-02-01,473,2002,2004,189,221,32,21.366666666666667,0,,
9707,2005-01-01,46,2005,2002-05-01,2004-02-01,473,2002,2004,189,221,32,21.366666666666667,0,,
3683,1999-02-01,49,1999,1995-08-01,1998-02-01,33,1995,1998,393,412,19,30.5,0,,
3747,2001-01-01,49,2001,1996-11-01,2000-06-01,30,1996,2000,163,189,26,43.6,0,,
10467,2001-10-01,50,2001,1997-11-01,2001-01-01,49,1997,2001,757,779,22,38.56666666666667,0,,
8216,2014-09-01,51,2014,2011-12-01,2014-05-01,30,2011,2014,1671,1748,77,29.4,0,,
4058,2006-07-01,53,2006,2005-10-01,2006-03-01,55,2005,2006,1109,1132,23,5.033333333333333,0,,
8493,2014-03-01,54,2014,2009-07-01,2013-09-01,1,2009,2013,705,730,25,50.766666666666666,0,,
9932,2010-01-01,54,2010,2005-07-01,2009-02-01,20,2005,2009,245,272,27,43.7,0,,
10164,2015-10-01,64,2015,2014-02-01,2015-05-01,10,2014,2015,1289,1308,19,15.133333333333333,0,,
496,1988-03-01,67,1988,1986-05-01,1987-04-01,602,1986,1987,259,293,34,11.166666666666666,0,,
279,1992-05-01,69,1992,1989-08-01,1991-07-01,152,1989,1991,651,666,15,23.3,0,,
10449,2001-04-01,69,2001,1995-10-01,2000-04-01,11,1995,2000,297,322,25,54.8,0,,
11328,1981-10-01,71,1981,1979-08-01,1981-01-01,16,1979,1981,621,631,10,17.3,0,,
11053,1986-04-01,74,1986,1984-01-01,1985-09-01,43,1984,1985,205,225,20,20.3,0,,
607,1986-05-01,79,1986,1984-05-01,1985-07-01,124,1984,1985,555,584,29,14.2,0,,
3755,2001-03-01,81,2001,1998-05-01,2000-02-01,210,1998,2000,473,498,25,21.366666666666667,0,,
11007,1985-04-01,88,1985,1983-01-01,1984-09-01,25,1983,1984,251,262,11,20.3,0,,
11150,1988-04-01,88,1988,1984-06-01,1987-07-01,16,1984,1987,323,342,19,37.5,0,,
11707,1979-07-01,88,1979,1977-10-01,1978-05-01,82,1977,1978,543,553,10,7.066666666666666,0,,
10184,2014-01-01,91,2014,2009-10-01,2013-07-01,5,2009,2013,266,300,34,45.63333333333333,0,,
1341,1976-07-01,92,1976,1973-08-01,1974-08-01,46,1973,1974,671,684,13,12.166666666666666,0,,
10952,1994-01-01,94,1994,1990-08-01,1993-09-01,69,1990,1993,3,17,14,37.56666666666667,0,,
3787,2002-01-01,97,2002,1998-03-01,2000-11-01,155,1998,2000,91,117,26,32.53333333333333,0,,
4034,2006-01-01,97,2006,2002-08-01,2005-03-01,558,2002,2005,235,267,32,31.433333333333334,0,,
8305,2008-11-01,97,2008,2006-05-01,2008-05-01,186,2006,2008,1537,1557,20,24.366666666666667,0,,
9699,2005-01-01,97,2005,2001-06-01,2003-10-01,321,2001,2003,1,19,18,28.4,0,,
78,1996-11-01,98,1996,1989-10-01,1995-10-01,78,1989,1995,1311,1341,30,73.03333333333333,0,,
10793,1990-07-01,98,1990,1988-12-01,1989-09-01,379,1988,1989,403,414,11,9.133333333333333,0,,
10895,1992-09-01,98,1992,1990-08-01,1992-07-01,204,1990,1992,663,688,25,23.333333333333332,0,,
8470,2011-01-01,100,2011,2009-02-01,2010-06-01,40,2009,2010,123,157,34,16.166666666666668,0,,
172,1994-09-01,107,1994,1991-01-01,1993-10-01,87,1991,1993,1041,1063,22,33.46666666666667,0,,
194,1994-03-01,107,1994,1992-02-01,1993-08-01,109,1992,1993,323,342,19,18.233333333333334,0,,
3698,1999-09-01,107,1999,1996-07-01,1998-05-01,13,1996,1998,1157,1184,27,22.3,0,,
3764,2001-07-01,107,2001,1997-11-01,1999-12-01,117,1997,1999,891,934,43,25.333333333333332,0,,
3858,2003-07-01,107,2003,2000-08-01,2002-08-01,43,2000,2002,989,1026,37,24.333333333333332,0,,
4071,2006-11-01,107,2006,2004-08-01,2006-04-01,270,2004,2006,1447,1498,51,20.266666666666666,0,,
9904,2009-07-01,107,2009,2006-04-01,2008-03-01,50,2006,2008,937,971,34,23.333333333333332,0,,
10074,2012-10-01,107,2012,2009-06-01,2011-06-01,15,2009,2011,1591,1636,45,24.333333333333332,0,,
10106,2013-07-01,107,2013,2011-03-01,2012-09-01,31,2011,2012,949,983,34,18.333333333333332,0,,
4141,2008-05-01,108,2008,2006-04-01,2007-12-01,41,2006,2007,619,641,22,20.3,0,,
8205,2014-01-01,108,2014,2011-08-01,2013-07-01,65,2011,2013,41,88,47,23.333333333333332,0,,
8510,2014-05-01,108,2014,2009-10-01,2014-02-01,4,2009,2014,1055,1091,36,52.8,0,,
9905,2009-07-01,108,2009,2007-01-01,2008-10-01,35,2007,2008,973,992,19,21.3,0,,
9949,2010-07-01,108,2010,2008-02-01,2009-08-01,20,2008,2009,841,881,40,18.233333333333334,0,,
10533,2003-07-01,108,2003,2001-11-01,2002-11-01,152,2001,2002,569,587,18,12.166666666666666,0,,
4079,2006-11-01,110,2006,2005-07-01,2006-06-01,26,2005,2006,1715,1721,6,11.166666666666666,0,,
98,1996-07-01,112,1996,1990-12-01,1995-08-01,10,1990,1995,917,942,25,56.8,0,,
147,1995-05-01,112,1995,1992-09-01,1994-10-01,47,1992,1994,591,620,29,25.333333333333332,0,,
353,1991-01-01,112,1991,1989-02-01,1990-06-01,10,1989,1990,123,138,15,16.166666666666668,0,,
8437,2010-11-01,112,2010,2008-07-01,2010-05-01,18,2008,2010,1905,1938,33,22.3,0,,
10586,2004-10-01,113,2004,2002-01-01,2003-04-01,21,2002,2003,915,944,29,15.166666666666666,0,,
10441,2001-01-01,114,2001,1996-05-01,2000-01-01,13,1996,2000,83,108,25,44.666666666666664,0,,
8417,2011-07-01,115,2011,2008-03-01,2010-03-01,31,2008,2010,1103,1138,35,24.333333333333332,0,5.0,7.0
8417,2011-07-01,115,2011,2008-03-01,2010-03-01,31,2008,2010,1103,1138,35,24.333333333333332,0,3.0,5.0
8357,2010-01-01,118,2010,2007-06-01,2009-06-01,9,2007,2009,309,347,38,24.366666666666667,0,,
9907,2009-07-01,119,2009,2007-04-01,2008-08-01,20,2007,2008,1023,1048,25,16.266666666666666,0,,
9694,2005-04-01,120,2005,2002-10-01,2004-06-01,19,2002,2004,467,497,30,20.3,0,,
9907,2009-07-01,120,2009,2007-04-01,2008-08-01,20,2007,2008,1023,1048,25,16.266666666666666,0,,
10763,1999-10-01,120,1999,1997-04-01,1999-02-01,31,1997,1999,909,928,19,22.366666666666667,0,,
4100,2007-05-01,121,2007,2004-12-01,2006-07-01,80,2004,2006,711,756,45,19.233333333333334,0,,
4111,2007-07-01,121,2007,2005-12-01,2006-12-01,115,2005,2006,1103,1142,39,12.166666666666666,0,,
8208,2014-03-01,121,2014,2011-08-01,2013-12-01,56,2011,2013,601,653,52,28.433333333333334,0,,
10219,2014-10-01,121,2014,2012-06-01,2014-03-01,22,2012,2014,1438,1483,45,21.266666666666666,0,,
3997,2005-05-01,124,2005,2003-06-01,2004-11-01,11,2003,2004,961,982,21,17.3,0,,
586,1986-09-01,125,1986,1984-11-01,1986-02-01,370,1984,1986,1099,1128,29,15.233333333333333,0,,
1442,1974-11-01,125,1974,1972-07-01,1973-03-01,8,1972,1973,1069,1080,11,8.1,0,,
11602,1978-02-01,125,1978,1976-04-01,1976-12-01,7,1976,1976,165,178,13,8.133333333333333,0,,
8226,2013-01-01,126,2013,2012-02-01,2012-05-01,22,2012,2012,197,220,23,3.0,0,,
10032,2012-01-01,126,2012,2010-02-01,2011-06-01,7,2010,2011,268,306,38,16.166666666666668,0,,
8517,2013-05-01,127,2013,2009-12-01,2012-09-01,49,2009,2012,1203,1227,24,33.5,0,,
8537,2014-05-01,134,2014,2010-02-01,2013-07-01,5,2010,2013,887,959,72,41.53333333333333,0,,
4093,2007-01-01,135,2007,2004-04-01,2006-07-01,140,2004,2006,121,154,33,27.366666666666667,0,,
10546,2003-10-01,137,2003,2000-11-01,2002-12-01,108,2000,2002,825,860,35,25.333333333333332,0,,
8458,2011-01-01,140,2011,2008-12-01,2010-06-01,15,2008,2010,1,45,44,18.233333333333334,0,,
8516,2011-03-01,145,2011,2009-11-01,2010-09-01,27,2009,2010,555,600,45,10.133333333333333,0,,
8591,2012-09-01,145,2012,2011-02-01,2011-12-01,7,2011,2011,2047,2087,40,10.1,0,,
10088,2013-01-01,145,2013,2010-03-01,2012-02-01,18,2010,2012,395,427,32,23.4,0,,
9832,2008-01-01,147,2008,2004-12-01,2007-05-01,35,2004,2007,229,258,29,29.366666666666667,0,,
1171,1978-05-01,148,1978,1975-09-01,1977-05-01,184,1975,1977,527,539,12,20.266666666666666,0,,
8336,2009-09-01,150,2009,2007-02-01,2008-12-01,88,2007,2008,1447,1479,32,22.3,0,,
8226,2013-01-01,151,2013,2012-02-01,2012-05-01,22,2012,2012,197,220,23,3.0,0,,
8422,2010-05-01,155,2010,2008-04-01,2009-11-01,71,2008,2009,1093,1125,32,19.3,0,,
10015,2011-10-01,155,2011,2008-11-01,2011-02-01,33,2008,2011,1264,1298,34,27.4,0,,
8465,2012-11-01,156,2012,2009-01-01,2012-03-01,8,2009,2012,2511,2542,31,38.5,0,,
8596,2013-07-01,156,2013,2011-04-01,2012-11-01,8,2011,2012,1309,1345,36,19.333333333333332,0,,
8580,2012-09-01,160,2012,2010-10-01,2012-03-01,119,2010,2012,1977,2016,39,17.233333333333334,0,,
8331,2013-05-01,168,2013,2006-12-01,2012-08-01,30,2006,2012,1003,1037,34,69.0,0,,
1033,1980-03-01,169,1980,1978-08-01,1979-03-01,67,1978,1979,283,306,23,7.066666666666666,0,,
10776,1990-01-01,169,1990,1987-04-01,1989-08-01,40,1987,1989,147,164,17,28.433333333333334,0,,
9472,2015-11-01,170,2015,2012-02-01,2015-02-01,5,2012,2015,2485,2505,20,36.53333333333333,0,,
9729,2005-10-01,170,2005,2003-02-01,2004-12-01,118,2003,2004,1107,1125,18,22.3,0,,
9773,2006-10-01,170,2006,2004-06-01,2005-12-01,115,2004,2005,1057,1084,27,18.266666666666666,0,,
10648,1996-10-01,170,1996,1995-08-01,1996-05-01,67,1995,1996,523,557,34,9.133333333333333,0,,
586,1986-09-01,171,1986,1984-11-01,1986-02-01,370,1984,1986,1099,1128,29,15.233333333333333,0,,
10073,2012-10-01,174,2012,2009-03-01,2011-09-01,19,2009,2011,1559,1589,30,30.466666666666665,0,,
732,1984-05-01,179,1984,1981-09-01,1983-07-01,45,1981,1983,631,645,14,22.266666666666666,0,,
4046,2006-05-01,180,2006,2003-05-01,2006-01-01,34,2003,2006,667,680,13,32.53333333333333,0,,
10038,2012-04-01,180,2012,2009-12-01,2011-06-01,7,2009,2011,451,480,29,18.233333333333334,0,,
10176,2014-01-01,180,2014,2010-11-01,2013-05-01,8,2010,2013,1,29,28,30.4,0,,
8595,2013-01-01,181,2013,2011-04-01,2012-07-01,22,2011,2012,1,53,52,15.233333333333333,0,,
11326,1981-10-01,184,1981,1981-02-01,1981-07-01,8,1981,1981,599,605,6,5.0,0,,
3736,2000-11-01,185,2000,1997-07-01,1999-09-01,115,1997,1999,1303,1341,38,26.4,0,,
8378,2008-11-01,185,2008,2007-09-01,2008-04-01,18,2007,2008,1437,1466,29,7.1,0,,
10524,2003-04-01,185,2003,2000-06-01,2002-09-01,10,2000,2002,343,368,25,27.4,0,,
19,1998-05-01,187,1998,1996-10-01,1997-06-01,207,1996,1997,569,596,27,8.1,0,,
434,1989-05-01,187,1989,1987-09-01,1988-06-01,37,1987,1988,559,570,11,9.133333333333333,0,,
751,1984-01-01,187,1984,1982-09-01,1983-03-01,114,1982,1983,47,57,10,6.033333333333333,0,,
851,1982-09-01,187,1982,1981-05-01,1981-11-01,165,1981,1981,1123,1142,19,6.133333333333334,0,,
876,1982-05-01,187,1982,1980-09-01,1981-02-01,43,1980,1981,639,647,8,5.1,0,,
1043,1980-03-01,187,1980,1978-05-01,1978-08-01,37,1978,1978,457,465,8,3.066666666666667,0,,
1176,1978-05-01,187,1978,1976-12-01,1977-09-01,14,1976,1977,587,594,7,9.133333333333333,0,,
1278,1977-04-01,187,1977,1976-01-01,1976-09-01,67,1976,1976,657,664,7,8.133333333333333,0,,
3674,1999-01-01,187,1999,1996-09-01,1998-01-01,45,1996,1998,21,43,22,16.233333333333334,0,,
3815,2002-07-01,187,2002,2001-02-01,2001-08-01,244,2001,2001,1341,1378,37,6.033333333333333,0,,
4131,2008-03-01,195,2008,2004-12-01,2007-10-01,62,2004,2007,307,352,45,34.46666666666667,0,,
4080,2007-03-01,196,2007,2004-09-01,2006-09-01,69,2004,2006,323,363,40,24.333333333333332,1,,1.0
4080,2007-03-01,196,2007,2004-09-01,2006-09-01,69,2004,2006,323,363,40,24.333333333333332,0,,
10429,2000-10-01,196,2000,1996-02-01,1999-10-01,123,1996,1999,635,666,31,44.6,0,,
10429,2000-10-01,196,2000,1996-02-01,1999-10-01,123,1996,1999,635,666,31,44.6,0,,
3920,2004-03-01,201,2004,2002-03-01,2003-08-01,88,2002,2003,351,381,30,17.266666666666666,0,,
10523,2003-04-01,201,2003,2000-06-01,2002-10-01,1113,2000,2002,317,341,24,28.4,0,,
8214,2014-11-01,203,2014,2011-11-01,2014-07-01,32,2011,2014,2197,2223,26,32.43333333333333,0,,
8202,2013-09-01,205,2013,2011-06-01,2013-03-01,12,2011,2013,2087,2111,24,21.3,0,,
8561,2013-03-01,205,2013,2010-07-01,2012-07-01,14,2010,2012,489,534,45,24.366666666666667,0,,
10132,2015-01-01,205,2015,2011-04-01,2014-01-01,8,2011,2014,156,186,30,33.53333333333333,0,,
9969,2010-10-01,207,2010,2008-08-01,2009-10-01,160,2008,2009,1450,1476,26,14.2,0,,
121,1995-11-01,211,1995,1993-11-01,1995-01-01,177,1993,1995,1255,1280,25,14.2,0,,
1113,1979-03-01,211,1979,1977-11-01,1978-03-01,14575,1977,1978,263,291,28,4.0,0,,
1377,1976-01-01,211,1976,1973-08-01,1974-08-01,15,1973,1974,79,89,10,12.166666666666666,0,,
3830,2002-09-01,212,2002,1997-10-01,2001-09-01,35,1997,2001,1893,1927,34,47.7,0,3.0,7.0
3830,2002-09-01,212,2002,1997-10-01,2001-09-01,35,1997,2001,1893,1927,34,47.7,0,1.0,5.0
3684,1999-05-01,213,1999,1994-06-01,1998-06-01,42,1994,1998,471,498,27,48.7,0,,
8360,2010-05-01,215,2010,2007-06-01,2009-08-01,27,2007,2009,1031,1092,61,26.4,1,0.0,2.0
8360,2010-05-01,215,2010,2007-06-01,2009-08-01,27,2007,2009,1031,1092,61,26.4,0,,
8462,2011-07-01,219,2011,2009-01-01,2010-06-01,53,2009,2010,1069,1101,32,17.2,1,0.0,1.0
8462,2011-07-01,219,2011,2009-01-01,2010-06-01,53,2009,2010,1069,1101,32,17.2,1,0.0,1.0
8462,2011-07-01,219,2011,2009-01-01,2010-06-01,53,2009,2010,1069,1101,32,17.2,0,,
8462,2011-07-01,219,2011,2009-01-01,2010-06-01,53,2009,2010,1069,1101,32,17.2,0,,
9466,2015-11-01,220,2015,2013-05-01,2014-08-01,0,2013,2014,2191,2229,38,15.233333333333333,0,,
9704,2005-01-01,225,2005,2002-06-01,2003-11-01,199,2002,2003,109,133,24,17.266666666666666,0,,
10040,2012-04-01,225,2012,2008-04-01,2011-07-01,22,2008,2011,511,538,27,39.53333333333333,0,,
382,1990-07-01,228,1990,1986-10-01,1989-06-01,59,1986,1989,901,928,27,32.46666666666667,1,,2.0
382,1990-07-01,228,1990,1986-10-01,1989-06-01,59,1986,1989,901,928,27,32.46666666666667,0,,
382,1990-07-01,228,1990,1986-10-01,1989-06-01,59,1986,1989,901,928,27,32.46666666666667,0,,
673,1985-05-01,228,1985,1983-09-01,1984-08-01,202,1983,1984,629,657,28,11.166666666666666,0,,
673,1985-05-01,228,1985,1983-09-01,1984-08-01,202,1983,1984,629,657,28,11.166666666666666,0,,
673,1985-05-01,228,1985,1983-09-01,1984-08-01,202,1983,1984,629,657,28,11.166666666666666,0,,
10827,1991-04-01,228,1991,1988-05-01,1990-08-01,118,1988,1990,259,276,17,27.4,0,1.0,3.0
10827,1991-04-01,228,1991,1988-05-01,1990-08-01,118,1988,1990,259,276,17,27.4,0,,
10827,1991-04-01,228,1991,1988-05-01,1990-08-01,118,1988,1990,259,276,17,27.4,0,,
11108,1987-07-01,228,1987,1986-04-01,1987-01-01,143,1986,1987,345,364,19,9.166666666666666,1,,0.0
11108,1987-07-01,228,1987,1986-04-01,1987-01-01,143,1986,1987,345,364,19,9.166666666666666,0,,
11108,1987-07-01,228,1987,1986-04-01,1987-01-01,143,1986,1987,345,364,19,9.166666666666666,0,,
3930,2004-03-01,233,2004,2002-10-01,2003-07-01,53,2002,2003,641,646,5,9.1,0,,
8532,2012-07-01,233,2012,2010-02-01,2011-11-01,27,2010,2011,1721,1740,19,21.266666666666666,0,,
9288,2015-03-01,233,2015,2013-10-01,2014-06-01,2,2013,2014,813,831,18,8.1,0,,
4078,2006-11-01,234,2006,2006-03-01,2006-04-01,40,2006,2006,1699,1714,15,1.0333333333333334,0,,
8489,2011-11-01,235,2011,2009-06-01,2011-05-01,15,2009,2011,1869,1918,49,23.3,0,,
9931,2010-01-01,237,2010,2007-10-01,2009-02-01,167,2007,2009,218,244,26,16.3,0,,
9467,2015-11-01,241,2015,2013-03-01,2015-04-01,3,2013,2015,2231,2292,61,25.366666666666667,0,6.0,8.0
9467,2015-11-01,241,2015,2013-03-01,2015-04-01,3,2013,2015,2231,2292,61,25.366666666666667,0,3.0,5.0
3858,2003-07-01,243,2003,2000-08-01,2002-08-01,43,2000,2002,989,1026,37,24.333333333333332,0,,
10511,2002-10-01,243,2002,1998-03-01,2001-12-01,53,1998,2001,999,1017,18,45.7,0,,
9471,2015-11-01,246,2015,2012-11-01,2015-07-01,9,2012,2015,2453,2483,30,32.4,0,25.0,28.0
9471,2015-11-01,246,2015,2012-11-01,2015-07-01,9,2012,2015,2453,2483,30,32.4,0,21.0,24.0
8273,2014-11-01,247,2014,2004-05-01,2014-06-01,8,2004,2014,2257,2294,37,122.76666666666667,0,,
8541,2013-03-01,248,2013,2010-03-01,2012-11-01,6,2010,2012,781,812,31,32.53333333333333,0,,
9813,2007-10-01,251,2007,2004-05-01,2004-12-01,25,2004,2004,1089,1124,35,7.133333333333334,0,,
10405,2000-01-01,251,2000,1997-05-01,1999-03-01,26,1997,1999,117,145,28,22.3,0,,
8482,2011-07-01,257,2011,2009-05-01,2010-10-01,34,2009,2010,973,1026,53,17.266666666666666,0,,
8249,2014-07-01,261,2014,2012-08-01,2014-04-01,12,2012,2014,1303,1340,37,20.266666666666666,0,,
9803,2007-07-01,261,2007,2004-11-01,2006-11-01,223,2004,2006,791,819,28,24.333333333333332,0,,
9968,2010-10-01,264,2010,2007-02-01,2009-12-01,45,2007,2009,1421,1449,28,34.46666666666667,0,,
8193,2014-01-01,266,2014,2011-05-01,2013-06-01,3,2011,2013,387,413,26,25.4,0,,
8239,2013-11-01,266,2013,2012-06-01,2013-04-01,6,2012,2013,2535,2559,24,10.133333333333333,0,,
8386,2012-01-01,266,2012,2007-10-01,2010-12-01,17,2007,2010,213,275,62,38.56666666666667,0,,
8499,2012-01-01,266,2012,2009-08-01,2011-04-01,11,2009,2011,413,423,10,20.266666666666666,0,,
111,1996-03-01,268,1996,1992-08-01,1995-03-01,125,1992,1995,357,380,23,31.4,0,,
180,1994-07-01,268,1994,1989-08-01,1993-12-01,108,1989,1993,745,781,36,52.766666666666666,0,,
436,1989-05-01,268,1989,1985-07-01,1988-07-01,287,1985,1988,589,614,25,36.53333333333333,0,,
544,1987-05-01,268,1987,1983-09-01,1986-06-01,16,1983,1986,515,531,16,33.46666666666667,0,,
583,1986-09-01,268,1986,1983-10-01,1985-07-01,155,1983,1985,1039,1053,14,21.3,0,,
1274,1977-04-01,268,1977,1975-05-01,1976-04-01,18,1975,1976,591,599,8,11.2,0,,
1332,1976-09-01,268,1976,1974-06-01,1974-06-01,60,1974,1974,971,978,7,0.0,0,,
3731,2000-09-01,268,2000,1997-11-01,1999-07-01,322,1997,1999,1127,1150,23,20.233333333333334,0,,
10934,1993-07-01,268,1993,1989-12-01,1992-10-01,27,1989,1992,613,629,16,34.5,0,,
11340,1982-01-01,268,1982,1980-01-01,1981-06-01,9,1980,1981,15,30,15,17.233333333333334,0,,
11599,1978-02-01,268,1978,1975-09-01,1976-05-01,23,1975,1976,121,131,10,8.1,0,,
325,1991-07-01,271,1991,1988-07-01,1990-03-01,110,1988,1990,1069,1089,20,20.266666666666666,0,,
4011,2005-09-01,271,2005,2003-12-01,2005-01-01,32,2003,2005,1431,1475,44,13.233333333333333,0,,
9467,2015-11-01,271,2015,2013-03-01,2015-04-01,3,2013,2015,2231,2292,61,25.366666666666667,0,,
9901,2009-07-01,271,2009,2006-03-01,2008-10-01,34,2006,2008,851,878,27,31.5,0,,
10881,1992-07-01,271,1992,1991-04-01,1992-02-01,163,1991,1992,427,453,26,10.2,0,,
303,1991-11-01,272,1991,1986-11-01,1990-09-01,10,1986,1990,1687,1711,24,46.666666666666664,0,,
585,1986-09-01,272,1986,1984-07-01,1985-12-01,66,1984,1985,1079,1097,18,17.266666666666666,0,,
613,1986-03-01,272,1986,1984-02-01,1985-01-01,212,1984,1985,249,273,24,11.166666666666666,0,,
811,1983-05-01,272,1983,1980-02-01,1982-06-01,127,1980,1982,675,692,17,28.366666666666667,0,,
3845,2003-03-01,272,2003,2001-01-01,2002-08-01,51,2001,2002,551,578,27,19.233333333333334,0,,
8401,2013-07-01,272,2013,2007-12-01,2012-09-01,12,2007,2012,1455,1481,26,57.86666666666667,0,,
9700,2005-01-01,272,2005,2001-07-01,2003-11-01,42,2001,2003,21,42,21,28.433333333333334,0,,
10012,2011-10-01,272,2011,2008-11-01,2010-10-01,28,2008,2010,1179,1200,21,23.3,0,,
10650,1996-10-01,272,1996,1995-08-01,1996-03-01,146,1995,1996,581,593,12,7.1,0,,
11009,1985-04-01,272,1985,1983-09-01,1984-09-01,28,1983,1984,283,293,10,12.2,0,,
11171,1989-01-01,272,1989,1987-05-01,1988-05-01,207,1987,1988,1,19,18,12.2,0,,
11434,1983-10-01,272,1983,1982-02-01,1982-12-01,18,1982,1982,625,637,12,10.1,0,,
9777,2007-01-01,273,2007,2002-12-01,2006-02-01,253,2002,2006,31,66,35,38.6,0,,
63,1997-05-01,277,1997,1994-01-01,1996-07-01,25,1994,1996,627,646,19,30.4,0,,
337,1991-05-01,277,1991,1988-03-01,1990-03-01,44,1988,1990,787,815,28,24.333333333333332,0,,
718,1984-07-01,277,1984,1982-11-01,1983-10-01,127,1982,1983,865,872,7,11.133333333333333,0,,
760,1983-11-01,277,1983,1980-12-01,1982-12-01,76,1980,1982,1661,1676,15,24.333333333333332,0,,
3871,2003-09-01,277,2003,2002-03-01,2003-02-01,117,2002,2003,1405,1441,36,11.233333333333333,0,,
4013,2005-09-01,277,2005,2003-12-01,2005-03-01,51,2003,2005,1525,1550,25,15.2,0,,
8367,2010-03-01,277,2010,2007-07-01,2009-07-01,21,2007,2009,575,601,26,24.366666666666667,0,,
10478,2002-01-01,277,2002,1995-04-01,2001-06-01,37,1995,2001,147,168,21,75.1,0,,
