InstID,ArticleID,AuthorID,Year
494,2973,4684,2001
2,2974,3515,2001
494,2974,3515,2001
2,2974,5502,2001
494,2974,5502,2001
6,2975,5437,2001
207,2976,946,2001
202,2976,4056,2001
40,2977,657,2001
5,2978,2949,2001
494,2978,5538,2001
1,2978,5538,2001
3,2979,2457,2001
542,2979,2457,2001
9,2979,5456,2001
494,2980,1767,2001
504,2980,1767,2001
2,2980,1767,2001
24,2980,5934,2001
494,2981,2605,2001
10,2981,2605,2001
44,2981,5419,2001
17,2982,2361,2001
504,2982,2391,2001
325,2982,2391,2001
269,2982,2391,2001
213,2983,2111,2001
3,2984,7032,2001
24,2985,5672,2001
494,2985,5672,2001
338,2986,4474,2001
217,2987,429,2001
32,2988,1998,2001
15,2988,3474,2001
617,2989,452,2001
159,2989,2029,2001
3,2990,2457,2001
542,2990,2457,2001
504,2991,1968,2001
186,2991,1968,2001
512,2991,3132,2001
192,2991,3132,2001
14,2992,3038,2001
3,2992,5747,2001
494,2992,5747,2001
42,2993,3225,2001
14,2994,3855,2001
494,2994,3855,2001
494,2994,5839,2001
20,2994,5839,2001
617,2995,1742,2001
21,2995,1742,2001
617,2995,4414,2001
617,2995,4534,2001
87,2996,4962,2001
9,2997,616,2001
9,2997,3360,2001
581,2997,5393,2001
475,2998,133,2001
475,2998,1472,2001
6,2998,1472,2001
494,2998,1472,2001
475,2998,5063,2001
494,2999,3727,2001
3,2999,3727,2001
173,3000,3239,2001
8,3000,4718,2001
222,3000,5304,2001
49,3000,5304,2001
1,3001,1133,2001
1,3001,3037,2001
578,3002,1000,2001
13,3002,3805,2001
617,3002,3805,2001
494,3002,3805,2001
494,3002,5239,2001
13,3002,5239,2001
34,3003,5741,2001
486,3003,5797,2001
16,3004,1324,2001
17,3004,4693,2001
494,3005,1412,2001
1,3005,1412,2001
2,3006,2373,2001
542,3006,5471,2001
3,3006,5471,2001
504,3007,3801,2001
617,3007,3801,2001
16,3007,3801,2001
16,3007,8395,2001
718,3008,570,2002
228,3008,570,2002
562,3008,570,2002
718,3008,2071,2002
228,3008,2071,2002
562,3008,2071,2002
3,3008,4322,2002
19,3009,83,2002
19,3009,1403,2002
14,3009,4556,2002
16,3010,120,2002
494,3010,2260,2002
12,3010,2260,2002
494,3011,271,2002
10,3011,271,2002
617,3011,271,2002
477,3011,1736,2002
3,3011,1736,2002
494,3011,1736,2002
494,3011,4390,2002
101,3011,4390,2002
617,3011,4390,2002
494,3012,3786,2002
52,3012,3786,2002
11,3012,4816,2002
494,3012,4816,2002
67,3013,1229,2002
18,3013,2761,2002
8,3014,1727,2002
30,3014,3319,2002
212,3015,1147,2002
273,3016,3550,2002
504,3016,3550,2002
496,3016,3550,2002
524,3016,4306,2002
494,3016,4306,2002
170,3016,4306,2002
504,3016,5804,2002
284,3016,5804,2002
1,3017,24,2002
3,3017,3595,2002
11,3017,4422,2002
362,3018,5327,2002
504,3018,5327,2002
504,3018,5999,2002
494,3018,5999,2002
44,3018,5999,2002
54,3019,1423,2002
504,3020,3304,2002
172,3020,3304,2002
504,3020,3332,2002
389,3020,3332,2002
9,3020,5534,2002
13,3021,1072,2002
57,3022,1161,2002
49,3022,3747,2002
10,3023,1060,2002
494,3023,1060,2002
316,3023,3703,2002
38,3023,3703,2002
16,3024,2694,2002
8,3024,3810,2002
504,3024,5402,2002
114,3024,5402,2002
3,3025,462,2002
494,3025,462,2002
542,3025,462,2002
494,3025,2645,2002
29,3025,2645,2002
10,3026,583,2002
494,3026,3755,2002
10,3026,3755,2002
10,3026,6703,2002
88,3027,4868,2002
155,3027,4883,2002
162,3027,8129,2002
81,3027,8129,2002
504,3028,566,2002
136,3028,566,2002
389,3028,834,2002
412,3028,4317,2002
504,3028,4317,2002
213,3029,179,2002
213,3029,4013,2002
504,3030,1976,2002
249,3030,1976,2002
617,3031,3096,2002
101,3031,3096,2002
524,3032,2425,2002
170,3032,2425,2002
494,3032,4306,2002
524,3032,4306,2002
170,3032,4306,2002
524,3032,5175,2002
390,3033,4114,2002
717,3033,4114,2002
3,3033,5560,2002
24,3034,178,2002
8,3034,900,2002
494,3034,1917,2002
3,3034,1917,2002
74,3035,2033,2002
26,3035,4900,2002
494,3036,961,2002
2,3036,961,2002
2,3036,3422,2002
494,3036,3422,2002
3,3037,201,2002
504,3038,449,2002
514,3038,449,2002
19,3038,449,2002
412,3038,449,2002
494,3038,449,2002
412,3038,1504,2002
514,3038,1504,2002
581,3038,4592,2002
5,3039,5506,2002
3,3040,353,2002
494,3040,353,2002
504,3040,353,2002
4,3041,2211,2002
4,3041,4386,2002
1,3042,1996,2002
494,3042,1996,2002
1,3043,1996,2002
494,3043,1996,2002
20,3044,2438,2002
36,3044,6148,2002
13,3045,3298,2002
3,3046,712,2002
494,3046,712,2002
713,3047,2547,2002
713,3047,5776,2002
581,3048,4762,2002
1,3049,3473,2002
449,3049,6055,2002
501,3050,677,2002
501,3050,1778,2002
504,3050,1778,2002
509,3050,1778,2002
542,3051,3966,2002
3,3051,3966,2002
494,3051,3966,2002
411,3052,5862,2002
504,3053,94,2002
252,3053,94,2002
29,3053,3093,2002
15,3053,5131,2002
5,3053,5673,2002
16,3053,5673,2002
14,3054,1373,2002
152,3055,3865,2003
4,3056,1534,2003
494,3056,4552,2003
12,3056,4552,2003
17,3057,4632,2003
40,3058,2486,2003
19,3058,3167,2003
494,3059,3108,2003
2,3059,3108,2003
617,3060,3213,2003
215,3061,5336,2003
283,3062,371,2003
252,3062,376,2003
23,3062,3874,2003
8,3063,589,2003
3,3063,5732,2003
10,3064,199,2003
10,3064,722,2003
494,3064,722,2003
494,3065,4319,2003
3,3065,4319,2003
494,3065,4805,2003
3,3065,4805,2003
6,3066,1910,2003
18,3066,2359,2003
44,3067,4490,2003
5,3068,1103,2003
494,3068,1103,2003
13,3068,1173,2003
13,3068,3707,2003
494,3068,3710,2003
5,3068,3710,2003
589,3068,3710,2003
539,3069,814,2003
494,3069,2605,2003
10,3069,2605,2003
32,3070,519,2003
32,3070,2183,2003
32,3070,2364,2003
464,3071,3318,2003
233,3071,4132,2003
3,3072,3532,2003
494,3072,3532,2003
504,3072,3532,2003
8,3072,4885,2003
494,3072,4885,2003
509,3073,1640,2003
253,3073,1640,2003
399,3073,1640,2003
509,3073,5995,2003
44,3073,5995,2003
16,3074,301,2003
114,3074,512,2003
5,3075,3423,2003
518,3075,3423,2003
494,3075,3423,2003
494,3075,4997,2003
44,3075,4997,2003
8,3076,3067,2003
1,3076,3473,2003
15,3076,3530,2003
8,3077,2746,2003
494,3077,2746,2003
27,3077,3500,2003
494,3078,4726,2003
16,3078,4726,2003
504,3078,4726,2003
68,3078,4826,2003
494,3078,4826,2003
673,3079,218,2003
292,3079,2554,2003
8,3079,2984,2003
494,3079,2984,2003
541,3079,2984,2003
504,3079,2984,2003
5,3080,489,2003
24,3080,5234,2003
12,3080,5234,2003
10,3081,99,2003
284,3081,99,2003
3,3081,4322,2003
504,3082,3677,2003
494,3082,3677,2003
3,3082,3677,2003
494,3082,5227,2003
1,3082,5227,2003
175,3083,1651,2003
2,3083,4673,2003
494,3084,778,2003
4,3084,778,2003
494,3084,1578,2003
10,3084,1578,2003
249,3085,5686,2003
504,3085,5686,2003
169,3085,5686,2003
504,3085,7032,2003
101,3085,7032,2003
617,3085,7032,2003
262,3086,5691,2003
504,3086,5691,2003
3,3087,712,2003
494,3087,712,2003
8,3088,587,2003
8,3088,1213,2003
494,3089,4390,2003
617,3089,4390,2003
101,3089,4390,2003
101,3089,5845,2003
617,3089,5845,2003
3,3090,1636,2003
494,3090,3274,2003
14,3090,3274,2003
20,3091,2793,2003
4,3092,470,2003
9,3093,5997,2003
494,3093,5997,2003
2,3094,187,2003
5,3094,4131,2003
4,3095,5919,2003
4,3095,6281,2003
3,3096,191,2003
494,3097,3966,2004
542,3097,3966,2004
1,3097,3966,2004
494,3097,4311,2004
4,3097,4311,2004
494,3098,2320,2004
6,3098,2320,2004
31,3099,3495,2004
504,3099,4615,2004
3,3099,4615,2004
494,3099,4615,2004
9,3099,5608,2004
494,3099,5608,2004
4,3100,1888,2004
2,3101,215,2004
494,3101,215,2004
494,3101,2472,2004
1,3101,2472,2004
13,3102,933,2004
9,3102,5456,2004
617,3102,5456,2004
2,3103,9,2004
494,3103,9,2004
494,3103,2412,2004
14,3103,2412,2004
494,3103,5505,2004
6,3103,5505,2004
3,3104,1341,2004
213,3105,2111,2004
457,3105,5996,2004
3,3106,6592,2004
5,3107,1492,2004
693,3108,1095,2004
693,3108,2783,2004
675,3109,87,2004
3,3109,1340,2004
638,3109,1536,2004
466,3110,2395,2004
449,3110,2395,2004
3,3110,5289,2004
215,3111,2319,2004
542,3111,2457,2004
3,3111,2457,2004
553,3111,3380,2004
524,3111,3380,2004
170,3111,3380,2004
494,3112,4898,2004
3,3112,4898,2004
494,3112,5486,2004
3,3112,5486,2004
3,3112,8453,2004
494,3112,8453,2004
3,3113,4805,2004
10,3113,5298,2004
32,3114,1998,2004
29,3114,4022,2004
494,3114,4022,2004
504,3115,98,2004
2,3115,98,2004
494,3115,98,2004
494,3115,746,2004
2,3115,746,2004
581,3115,4762,2004
494,3116,2958,2004
51,3116,2958,2004
617,3116,3156,2004
494,3116,5446,2004
9,3116,5446,2004
494,3117,4739,2004
9,3117,4739,2004
495,3117,5259,2004
494,3117,5259,2004
581,3117,5259,2004
504,3117,5259,2004
514,3118,2029,2004
47,3118,2029,2004
51,3119,348,2004
3,3119,1636,2004
494,3120,67,2004
4,3120,67,2004
4,3120,147,2004
2,3121,263,2004
9,3121,1006,2004
6,3121,1750,2004
51,3121,4675,2004
2,3122,1525,2004
540,3122,1525,2004
412,3122,1525,2004
2,3122,4626,2004
494,3122,4626,2004
494,3123,1133,2004
1,3123,1133,2004
1,3123,1195,2004
494,3123,1195,2004
151,3123,1276,2004
16,3124,100,2004
16,3124,1979,2004
617,3124,1979,2004
247,3124,5647,2004
504,3124,5647,2004
494,3125,1867,2004
67,3125,1867,2004
32,3125,6121,2004
13,3126,2753,2004
13,3126,6224,2004
14,3127,921,2004
494,3127,2904,2004
16,3127,2904,2004
494,3128,204,2004
8,3128,204,2004
21,3128,859,2004
349,3128,3306,2004
504,3128,3306,2004
17,3129,4632,2004
537,3129,6075,2004
494,3130,4707,2004
252,3130,4707,2004
504,3130,4707,2004
16,3130,5660,2004
494,3130,5660,2004
494,3130,5880,2004
504,3130,5880,2004
31,3130,5880,2004
504,3131,1849,2004
247,3131,1849,2004
163,3132,2424,2004
53,3132,2424,2004
494,3132,2424,2004
21,3132,3528,2004
21,3132,3795,2004
494,3132,3795,2004
412,3133,1281,2004
40,3133,1281,2004
412,3133,1437,2004
412,3133,2313,2004
6,3133,2313,2004
11,3134,1487,2004
494,3134,1487,2004
16,3134,1650,2004
16,3134,5261,2004
52,3135,737,2004
585,3135,3237,2004
15,3136,3714,2004
494,3136,3714,2004
5,3136,4508,2004
494,3136,4508,2004
18,3137,2924,2004
31,3138,5702,2004
34,3139,148,2004
494,3139,1218,2004
34,3139,1218,2004
504,3140,5781,2004
349,3140,5781,2004
494,3140,6813,2004
101,3140,6813,2004
617,3140,6813,2004
18,3141,2761,2004
494,3141,2761,2004
1,3142,304,2004
494,3142,304,2004
643,3142,2124,2004
6,3142,2124,2004
1,3142,2714,2004
494,3142,2714,2004
8,3143,297,2004
14,3143,1051,2004
8,3143,4224,2004
14,3144,1537,2004
10,3144,2611,2004
3,3145,1736,2004
494,3145,1736,2004
494,3145,5819,2004
8,3145,5819,2004
11,3146,2932,2004
494,3146,2932,2004
21,3146,4810,2004
494,3147,299,2004
16,3147,299,2004
494,3147,2904,2004
16,3147,2904,2004
38,3148,1994,2004
609,3148,4926,2004
39,3148,4926,2004
9,3149,4692,2004
14,3149,5039,2004
494,3150,775,2004
3,3150,775,2004
494,3151,933,2005
13,3151,933,2005
494,3151,3001,2005
6,3151,3001,2005
29,3151,5753,2005
9,3152,720,2005
617,3153,812,2005
13,3153,3426,2005
617,3153,3426,2005
494,3153,3426,2005
617,3153,3805,2005
13,3153,3805,2005
494,3153,3805,2005
170,3154,5706,2005
4,3155,2162,2005
477,3156,1652,2005
494,3156,4422,2005
11,3156,4422,2005
476,3156,5213,2005
4,3157,876,2005
4,3157,2931,2005
494,3157,2931,2005
11,3158,3266,2005
494,3158,3266,2005
1,3158,3966,2005
494,3158,3966,2005
542,3158,3966,2005
3,3159,1875,2005
1,3159,2317,2005
494,3159,2317,2005
477,3159,2317,2005
3,3159,8453,2005
630,3160,1068,2005
20,3160,2008,2005
494,3160,2008,2005
2,3161,1484,2005
494,3161,1484,2005
8,3161,3005,2005
494,3162,4106,2005
3,3162,4106,2005
253,3163,980,2005
101,3164,5669,2005
494,3164,5669,2005
617,3164,5669,2005
8,3165,413,2005
170,3165,4582,2005
247,3165,4582,2005
12,3166,798,2005
494,3166,798,2005
12,3166,3243,2005
494,3166,3243,2005
617,3167,2416,2005
11,3168,3606,2005
494,3168,4422,2005
11,3168,4422,2005
488,3168,5387,2005
8,3169,4718,2005
617,3169,4718,2005
16,3169,4766,2005
617,3169,4766,2005
18,3170,4015,2005
68,3170,4826,2005
28,3171,1339,2005
25,3171,5917,2005
504,3171,5917,2005
467,3171,5917,2005
249,3172,873,2005
2,3172,4814,2005
13,3173,446,2005
10,3174,403,2005
494,3174,3805,2005
617,3174,3805,2005
13,3174,3805,2005
494,3174,5239,2005
504,3174,5239,2005
13,3174,5239,2005
351,3175,1557,2005
23,3175,2379,2005
75,3175,2765,2005
253,3175,5154,2005
494,3176,271,2005
617,3176,271,2005
10,3176,271,2005
101,3176,4390,2005
494,3176,4390,2005
617,3176,4390,2005
192,3177,2867,2005
169,3177,2867,2005
2,3177,4281,2005
169,3177,4281,2005
504,3178,1701,2005
624,3178,1701,2005
504,3178,3550,2005
496,3178,3550,2005
273,3178,3550,2005
504,3178,3552,2005
5,3178,3552,2005
8,3179,3269,2005
494,3179,3269,2005
76,3179,5294,2005
598,3179,5294,2005
3,3180,156,2005
494,3180,156,2005
14,3180,4384,2005
494,3180,4384,2005
1,3181,1133,2005
1,3181,5328,2005
13,3182,5470,2005
3,3183,4956,2005
415,3184,426,2005
8,3184,4677,2005
170,3185,703,2005
524,3185,703,2005
9,3185,4322,2005
3,3185,4322,2005
524,3185,7229,2005
170,3185,7229,2005
494,3186,1636,2005
3,3186,1636,2005
617,3186,3708,2005
5,3187,4055,2005
36,3188,2027,2005
213,3189,179,2006
213,3189,1677,2006
5,3190,702,2005
494,3190,702,2005
14,3190,4384,2005
494,3190,4384,2005
3,3191,2761,2006
494,3191,2761,2006
2,3192,1561,2005
212,3193,134,2006
617,3193,342,2006
617,3193,4933,2006
3,3193,4933,2006
5,3194,1875,2006
3,3194,1875,2006
494,3194,3967,2006
66,3194,3967,2006
3,3194,8453,2006
5,3194,8453,2006
3,3195,2696,2006
494,3195,2696,2006
3,3195,3861,2006
208,3196,2333,2006
254,3196,2890,2006
544,3196,2890,2006
545,3196,6146,2006
254,3196,6146,2006
504,3197,1576,2006
253,3197,1576,2006
357,3197,1656,2006
504,3197,1656,2006
25,3198,389,2006
2,3199,108,2006
494,3199,108,2006
494,3199,4070,2006
1,3199,4070,2006
351,3200,3052,2006
370,3200,3052,2006
399,3200,3648,2006
351,3200,3648,2006
173,3200,5165,2006
169,3201,839,2006
451,3201,839,2006
11,3201,2077,2006
451,3201,6066,2006
11,3201,6066,2006
494,3202,1198,2006
11,3202,1198,2006
23,3203,3874,2006
611,3203,5140,2006
283,3203,5140,2006
6,3204,3415,2006
6,3204,3581,2006
6,3204,5851,2006
11,3205,5222,2006
10,3205,5222,2006
16,3206,100,2006
285,3206,4595,2006
617,3207,3171,2006
3,3208,176,2006
35,3208,2838,2006
13,3209,121,2006
10,3209,875,2006
1,3209,1934,2006
494,3209,1934,2006
617,3210,2928,2006
617,3211,1496,2006
617,3211,4933,2006
3,3211,4933,2006
538,3212,613,2006
395,3212,613,2006
5,3212,4518,2006
12,3213,225,2006
494,3213,2847,2006
12,3213,2847,2006
530,3213,5533,2006
9,3214,1006,2006
42,3215,3867,2006
6,3216,1368,2006
180,3216,3129,2006
334,3216,3129,2006
494,3217,1419,2006
9,3217,1419,2006
2,3218,1624,2006
2,3218,2279,2006
494,3219,13,2006
11,3219,13,2006
513,3219,4617,2006
494,3220,5608,2006
9,3220,5608,2006
3,3220,6004,2006
617,3221,3643,2006
617,3221,3672,2006
101,3221,3672,2006
494,3221,3672,2006
3,3222,4898,2006
494,3222,4898,2006
3,3222,8453,2006
494,3222,8453,2006
32,3223,519,2006
32,3223,5620,2006
16,3224,3807,2006
617,3224,3807,2006
504,3224,3883,2006
10,3224,3883,2006
494,3224,3883,2006
258,3225,969,2006
258,3225,2560,2006
14,3226,3508,2006
258,3227,1946,2006
10,3227,2218,2006
45,3227,3871,2006
2,3228,1986,2007
494,3228,1986,2007
15,3228,3708,2007
617,3229,2928,2007
2,3230,263,2007
338,3230,4221,2007
494,3231,209,2007
2,3231,209,2007
494,3231,1429,2007
51,3231,1429,2007
1,3232,4070,2007
3,3232,6592,2007
617,3232,6592,2007
494,3233,156,2007
3,3233,156,2007
494,3233,775,2007
3,3233,775,2007
494,3234,1832,1997
9,3234,1832,1997
494,3234,3001,1997
13,3234,3001,1997
38,3234,3404,1997
494,3234,3404,1997
494,3235,1996,1997
1,3235,1996,1997
3,3235,3090,1997
494,3235,3090,1997
714,3236,2506,1997
714,3236,3299,1997
714,3236,5811,1997
42,3237,5428,1997
494,3238,1412,1997
1,3238,1412,1997
48,3239,4191,1997
617,3240,430,1997
101,3240,5913,1997
617,3240,5913,1997
295,3241,1577,1997
295,3241,4988,1997
3,3242,1875,2007
5,3242,1875,2007
3,3242,3559,2007
2,3243,541,2007
494,3243,541,2007
418,3244,318,2007
340,3244,565,2007
6,3244,6017,2007
2,3245,1565,2007
1,3245,2317,2007
494,3246,2761,2007
3,3246,2761,2007
3,3247,498,2007
3,3247,4158,2007
494,3248,3515,2007
2,3248,3515,2007
2,3248,5502,2007
494,3248,5502,2007
19,3249,83,2007
19,3249,1315,2007
499,3249,1315,2007
19,3249,1403,2007
494,3249,1403,2007
19,3249,5086,2007
22,3250,3403,2007
2,3250,4139,2007
411,3251,5186,2007
504,3251,5186,2007
504,3252,2236,2007
494,3252,2236,2007
4,3252,2236,2007
11,3252,4609,2007
504,3252,4609,2007
494,3252,4609,2007
428,3253,4228,2007
