ArticleID,AuthorID
7113,95
4666,96
9421,96
3787,97
4034,97
4735,97
8305,97
9699,97
78,98
2430,98
2476,98
2769,98
3115,98
3612,98
4176,98
4193,98
4264,98
4326,98
4487,98
4562,98
4684,98
4870,98
4895,98
5165,98
5231,98
5540,98
5770,98
6102,98
6225,98
7260,98
7624,98
8067,98
9539,98
10793,98
10895,98
3081,99
3124,100
3206,100
4178,100
8470,100
9425,100
3652,101
5183,102
5353,102
5867,102
4481,103
7658,103
2579,104
7970,104
5005,105
5429,105
5491,105
7763,106
172,107
194,107
3436,107
3698,107
3764,107
3858,107
4071,107
4089,107
4174,107
4320,107
5915,107
9554,107
9904,107
10074,107
10106,107
3199,108
3554,108
4141,108
4514,108
5635,108
6214,108
8205,108
8510,108
9905,108
9949,108
10297,108
10533,108
2267,109
4079,110
5889,111
6279,111
98,112
147,112
353,112
8437,112
5057,113
10586,113
2503,114
3394,114
7915,114
10441,114
4352,115
8417,115
5293,116
5764,116
9486,116
5073,117
10294,117
8357,118
3357,119
5202,119
5271,119
5779,119
9907,119
3010,120
4311,120
4329,120
4580,120
5779,120
6051,120
6111,120
6211,120
9425,120
9694,120
9907,120
10357,120
10763,120
3209,121
3397,121
4100,121
4111,121
8208,121
10219,121
10346,121
4645,122
9298,122
5952,123
3997,124
586,125
1442,125
2190,125
2353,125
2492,125
6744,125
6815,125
8067,125
11602,125
6399,126
8226,126
10032,126
10299,126
8517,127
5459,128
5774,128
10365,128
10398,128
5917,129
3424,130
5538,131
3463,132
5754,132
2998,133
3193,134
8537,134
4093,135
4600,136
4347,137
4471,137
10546,137
3336,138
5634,139
5863,139
4599,140
5252,140
8458,140
5229,141
5694,142
5882,142
9328,142
5679,143
9585,143
3425,144
5833,145
8516,145
8591,145
10088,145
5701,146
3120,147
3564,147
4496,147
4559,147
5489,147
6339,147
9319,147
9832,147
1171,148
3139,148
3425,149
8336,150
8226,151
7295,152
5618,153
3410,154
3458,155
8422,155
10015,155
3180,156
3233,156
3346,156
4330,156
4946,156
5200,156
5488,156
5826,156
6249,156
8465,156
8596,156
5635,157
5791,157
5312,158
2701,159
6571,159
6006,160
8580,160
5349,161
6002,161
2797,162
5449,163
4399,164
3517,165
4662,166
5412,167
3457,168
6003,168
8331,168
1033,169
2272,169
2476,169
2524,169
2744,169
6335,169
6974,169
7268,169
7373,169
7587,169
8021,169
10776,169
7618,170
9472,170
9729,170
9773,170
10648,170
586,171
2353,171
6643,171
8878,171
8882,171
9093,171
6979,172
6969,173
7077,173
5828,174
10073,174
7702,175
3208,176
3034,178
732,179
2326,179
2599,179
2803,179
3029,179
3189,179
7332,179
4046,180
5955,180
10038,180
10176,180
3614,181
3669,181
5614,181
8595,181
4999,182
5546,183
7698,184
11326,184
3736,185
5078,185
5781,185
6191,185
8378,185
9578,185
10524,185
5190,186
9516,186
19,187
434,187
751,187
851,187
876,187
1043,187
1176,187
1278,187
2246,187
2376,187
2377,187
2471,187
2646,187
2888,187
3094,187
3626,187
3674,187
3815,187
4155,187
4327,187
5372,187
5457,187
5899,187
6041,187
6181,187
6418,187
6846,187
7548,187
9363,187
9543,187
6607,188
9135,188
9155,188
7316,190
8622,190
2795,191
3096,191
3395,191
3467,191
3632,191
4184,191
5778,191
7577,191
7801,191
8109,191
8174,191
5887,192
3354,193
5192,193
3545,194
4653,194
5400,194
9243,194
4131,195
4080,196
10429,196
5776,197
9391,197
5399,198
9317,198
3064,199
3037,201
3920,201
10523,201
5424,202
3584,203
3627,203
4630,203
5025,203
5239,203
8214,203
3128,204
5267,204
8202,205
8561,205
10132,205
4679,207
5708,207
9397,207
9969,207
3647,208
4644,208
2839,209
3231,209
4948,209
2277,210
6428,210
121,211
1113,211
1377,211
2441,211
4393,211
4395,211
8120,211
8172,211
3830,212
3684,213
2716,214
3101,215
3290,215
3580,215
4328,215
4503,215
4628,215
4669,215
5477,215
5524,215
5881,215
6197,215
6272,215
8360,215
9297,215
3555,216
7863,217
3079,218
8462,219
9418,219
6294,220
9466,220
7522,221
5887,222
6292,223
3387,224
3213,225
4614,225
4867,225
5834,225
5979,225
9704,225
10040,225
4775,226
6358,227
382,228
673,228
7807,228
10827,228
11108,228
5582,229
9617,229
4502,230
5765,232
3930,233
8532,233
9288,233
4078,234
8489,235
3287,236
5003,237
9931,237
10233,237
10282,237
6259,238
4172,239
5805,239
5086,240
5765,240
5857,241
9467,241
4929,242
3858,243
4510,243
6169,243
6389,243
9381,243
10301,243
10511,243
7959,244
4495,245
4548,246
5160,246
9322,246
9471,246
8273,247
6385,248
8541,248
3542,249
5648,249
3331,250
5265,251
9813,251
10405,251
5420,252
5130,253
4544,254
4996,254
5532,254
3628,255
3410,256
9526,256
8482,257
3663,259
5806,259
9321,259
4907,260
3403,261
5123,261
8249,261
9803,261
5907,262
2829,263
3121,263
3230,263
3291,263
3428,263
3578,263
3600,263
3656,263
4196,263
4214,263
4244,263
4253,263
4285,263
4351,263
4382,263
4570,263
4661,263
4672,263
4893,263
5394,263
5658,263
6796,263
6831,263
6915,263
6936,263
7538,263
7549,263
7571,263
7838,263
7860,263
7994,263
8028,263
8112,263
8670,263
9354,263
10243,263
2861,264
9968,264
10257,264
8193,266
8239,266
8386,266
8499,266
111,268
180,268
436,268
544,268
583,268
1274,268
1332,268
3731,268
7430,268
10934,268
11340,268
11599,268
2836,269
325,271
3011,271
3176,271
3337,271
4011,271
4627,271
4648,271
6245,271
6327,271
9271,271
9467,271
9901,271
10881,271
303,272
585,272
613,272
811,272
2605,272
3845,272
6106,272
6869,272
7227,272
8155,272
8401,272
9700,272
10012,272
10650,272
11009,272
11171,272
11434,272
2723,273
3532,273
4792,273
4972,273
9394,273
9777,273
6424,276
63,277
337,277
718,277
760,277
3871,277
4013,277
5646,277
8367,277
10478,277
10486,277
11433,277
8281,278
2736,279
2852,279
4288,279
5033,279
5598,279
7752,279
10505,279
10642,279
5041,281
2758,282
4896,282
5973,282
6713,282
3605,283
4110,283
7833,283
10253,283
10508,283
10714,283
10825,283
8588,285
5184,286
7235,287
7553,287
8150,287
5096,288
6649,289
5079,290
7757,290
4265,292
4268,292
4846,292
10847,292
4758,293
7559,294
180,295
314,295
662,295
3754,295
3976,295
8514,295
9441,295
2632,296
3593,296
4230,296
4306,296
4634,296
5325,296
249,297
1380,297
3143,297
3908,297
4571,297
4818,297
4827,297
4906,297
7837,297
8256,297
8605,297
9684,297
9844,297
10062,297
10582,297
10769,297
10790,297
10791,297
11210,297
11686,297
62,299
348,299
349,299
477,299
640,299
2655,299
2724,299
3147,299
4225,299
4319,299
4572,299
4670,299
5266,299
5935,299
7261,299
8097,299
9480,299
9592,299
10942,299
1053,300
7286,300
7316,300
8622,300
11506,300
2776,301
3074,301
3808,301
5084,301
7632,301
8629,301
3405,302
5695,302
8385,302
8579,303
309,304
3142,304
5424,304
5616,304
6591,305
6819,305
7038,305
7292,305
11259,305
11377,305
11466,305
5229,306
8364,307
10213,307
4485,308
3890,309
3620,310
3974,310
4884,310
4991,310
5250,310
5967,310
8304,310
9283,310
9568,310
10075,310
5723,311
5837,311
7338,312
8561,314
8204,315
8589,315
2732,316
2812,316
3412,316
3624,316
5304,316
9396,316
9538,316
4204,317
7840,317
3244,318
6126,318
9881,318
3781,319
10408,319
5592,320
5861,321
2528,325
2540,325
2766,325
4731,325
6074,325
6325,325
7581,325
7660,325
7769,325
8085,325
3394,327
3449,328
4748,329
2556,330
9353,330
11472,330
2959,331
3452,332
10018,332
10507,332
7512,333
1079,335
7303,335
4950,336
6037,336
2843,337
4553,337
5018,338
9295,338
3917,339
5314,340
2457,341
3193,342
3623,343
4120,344
5858,344
8557,344
5692,345
9870,345
5948,346
5971,347
3119,348
9368,348
3711,350
9655,350
3040,353
3384,353
4536,353
4694,353
4739,354
2822,356
8469,356
8484,356
8563,356
532,357
5097,357
11353,357
1322,358
5518,358
6671,358
7200,360
8132,360
10924,360
5083,361
8060,362
5925,363
7387,364
5724,365
4001,366
5162,367
4293,368
4364,368
9350,368
5877,369
3297,370
3062,371
4068,371
4803,371
9826,371
9915,371
4283,372
4592,372
3417,374
5960,375
3062,376
5035,376
5530,376
9826,376
2702,377
3685,377
4325,377
8453,377
9746,377
10494,377
8425,378
2921,379
4356,379
4299,380
4919,381
5746,381
3921,382
6369,383
156,384
3835,384
4854,384
7853,384
8540,384
10315,384
8539,385
10266,385
4060,386
4606,386
4767,386
4829,386
4859,386
5006,386
5082,386
6357,387
10199,387
3802,388
3198,389
5870,390
3594,391
4045,391
5952,391
6385,392
5389,393
5039,394
9979,394
6330,395
7789,396
4145,397
8491,397
880,398
5243,398
6241,398
8618,398
110,401
262,401
317,401
457,401
649,401
650,401
898,401
2247,401
2496,401
3402,401
3964,401
4052,401
5510,401
7256,401
7802,401
8266,401
9493,401
9872,401
10035,401
10771,401
3174,403
3337,403
4599,403
6327,403
5791,404
3588,405
6214,406
4897,407
6429,408
3538,409
2386,410
7132,410
2194,411
7283,411
7560,412
3165,413
4007,413
2837,414
3502,414
3934,414
4026,414
4122,414
4982,414
5068,414
5071,414
6207,414
10044,414
10177,414
3340,415
3437,415
3530,415
5304,415
5380,415
5391,415
8403,415
9293,415
10042,415
10079,415
3458,416
6391,417
7529,417
10250,417
6482,418
9139,418
2556,419
5982,420
5302,421
2922,422
5652,423
5718,424
2517,426
3184,426
8151,426
2264,428
2612,428
7871,428
7937,428
8050,428
10784,428
10910,428
11476,428
144,429
268,429
2432,429
2987,429
4737,429
5773,429
6277,429
6417,429
8526,429
3240,430
6843,430
35,431
334,431
522,431
2641,431
2683,431
3320,431
4086,431
4115,431
5533,431
6130,431
6375,431
9461,431
10117,431
10892,431
10991,431
11192,431
6489,433
6734,433
7009,433
2832,434
7137,434
7718,434
4146,435
5074,435
5421,435
6241,435
4094,437
322,438
3689,438
3925,438
4058,438
10818,438
3384,439
4878,439
5552,439
10047,439
10577,439
7409,440
11011,440
2300,441
7272,441
7424,441
3533,442
6396,443
8446,443
8241,444
8284,445
8306,445
402,446
649,446
2496,446
3173,446
3271,446
3724,446
7256,446
7451,446
7623,446
10030,446
10527,446
10771,446
11134,446
11436,446
11447,446
4868,447
4377,448
4621,448
6302,448
709,449
2238,449
3038,449
6774,449
6794,449
6920,449
7088,449
7167,449
7172,449
7371,449
11611,449
2330,450
3505,450
4454,450
6828,450
6006,451
8580,451
10013,451
2695,452
2989,452
6143,452
7670,452
3584,453
3627,453
4377,453
4630,453
5025,453
5239,453
6302,453
8214,453
3528,454
4763,454
5058,454
6418,454
8207,454
2378,455
38,456
8319,456
9518,456
10755,456
3289,457
4499,457
4668,457
5500,457
5744,457
8234,457
3432,458
4133,458
9548,458
10546,458
5507,459
10578,459
4566,460
9898,460
10313,460
5075,461
5217,461
2928,462
3025,462
3920,462
4168,462
4418,462
4594,462
4639,462
5702,463
5274,464
5298,464
5370,464
6308,464
6255,465
6845,466
7021,467
4033,468
2284,470
2903,470
2934,470
3092,470
3844,470
4428,470
4771,470
6580,470
7979,470
8049,470
8155,470
10820,470
11187,470
11248,470
11332,470
11383,470
11645,470
11713,470
8508,471
3750,472
4076,472
5727,472
5819,472
6004,472
6415,472
2454,473
2682,474
2548,475
5641,475
7712,475
7795,475
696,476
779,476
2189,476
6067,476
8062,476
11293,476
11339,476
5730,478
9924,478
5863,479
4971,480
6063,480
5510,481
5750,482
10394,482
4292,483
5449,483
6219,483
6999,483
7825,483
9780,483
5775,484
9970,484
6281,485
8239,486
8247,486
8318,486
8499,486
8530,486
2399,488
2639,488
6661,488
303,489
602,489
726,489
2230,489
2263,489
2670,489
2674,489
2796,489
3080,489
4060,489
4606,489
4829,489
5048,489
6137,489
6949,489
7185,489
7311,489
7710,489
7925,489
8374,489
8670,489
9458,489
9500,489
9874,489
11098,489
11178,489
2257,490
6753,490
6952,490
8119,490
2684,491
3328,492
7739,493
10943,493
6965,494
5488,495
6612,496
3247,498
3416,498
5716,498
5773,498
6277,498
8466,498
9800,498
10139,498
7926,499
6456,500
2889,501
5747,502
4664,503
9416,503
9895,503
3300,504
6504,505
5343,506
9307,506
6983,507
348,508
349,508
477,508
4357,508
6033,508
8039,508
11101,508
7595,509
7675,509
6453,510
6624,510
7413,510
8861,510
6618,511
6908,511
7128,511
7795,511
2469,512
3074,512
2448,513
2538,513
4495,514
5027,514
6146,514
3296,515
5473,515
9615,515
6269,516
2290,517
4836,518
10912,518
2937,519
3070,519
3223,519
10271,519
99,521
327,521
3764,521
3866,521
4089,521
5784,521
8547,521
9904,521
10371,521
10740,521
11209,521
5360,522
6373,522
10172,522
6770,523
7416,523
5914,524
4509,525
4805,526
5208,527
6147,528
2510,530
7794,530
5500,531
5921,532
4424,533
10484,533
10485,533
10853,533
8319,534
2206,535
2506,535
4365,535
4439,535
7418,535
7490,535
7974,535
8035,535
8158,535
4658,536
4957,536
6253,536
3810,537
555,538
766,538
1077,538
2645,538
4404,538
4650,538
7250,538
7535,538
7536,538
7781,538
9623,538
9678,538
10733,538
11018,538
11363,538
5483,540
3243,541
3483,541
3592,541
5430,541
9636,541
7676,542
5797,543
5006,544
5406,545
5949,546
305,547
2186,547
9590,547
6229,548
9608,548
6678,549
6736,549
7479,549
7676,549
7690,549
7990,549
11292,549
11307,549
11724,549
3483,550
5783,550
9882,550
3581,551
5761,551
5907,551
4644,552
6458,553
6907,553
5220,554
10062,554
1069,555
2488,555
5099,555
6457,555
6470,555
7298,555
8037,555
8876,555
5892,556
8487,556
3435,557
5763,557
5725,558
9315,558
9442,558
9490,558
6404,559
8296,561
5638,562
3594,563
1374,564
6533,564
6602,564
6899,564
7826,564
8832,564
124,565
2730,565
2821,565
3244,565
3775,565
4043,565
6126,565
6399,565
8226,565
9881,565
10299,565
10625,565
10766,565
3028,566
8184,566
3540,568
2618,570
3008,570
81,572
387,572
427,572
2854,572
2918,572
2933,572
5080,573
5021,574
3802,575
4037,575
5728,577
10413,577
5679,578
9585,578
4346,579
3492,580
5120,580
5653,580
7141,581
5185,582
3026,583
4860,583
3372,584
5780,584
437,585
706,585
1206,585
3768,585
10818,585
10926,585
11253,585
7151,586
3088,587
4726,587
8298,587
9979,587
3063,589
7983,590
3580,591
8434,592
2332,593
6592,593
3699,594
11213,594
8354,595
5318,596
8267,596
9267,596
10026,596
8573,597
4615,598
3598,599
7391,600
8802,600
8224,601
6708,602
7244,602
4970,603
275,604
371,604
399,604
3723,604
4044,604
4077,604
9958,604
10915,604
4798,605
3488,606
3497,606
3599,606
4236,606
5036,606
6295,606
6378,606
9545,606
10289,606
77,607
363,607
877,607
2351,607
2459,607
2901,607
3416,607
3453,607
4719,607
4843,607
5827,607
6062,607
6146,607
6601,607
6785,607
6888,607
6927,607
6939,607
7026,607
7336,607
7362,607
7722,607
7814,607
7908,607
7999,607
9738,607
9896,607
11088,607
11140,607
11208,607
4231,608
7846,609
3321,610
4087,610
5503,610
5794,610
9461,610
9980,610
5611,611
5926,612
3212,613
8546,614
8449,615
2997,616
5894,617
5580,618
3639,619
3652,619
5818,619
8546,621
4794,622
3376,623
4994,623
4061,625
4315,625
4550,625
4773,625
4852,625
5288,625
9272,625
6037,626
5952,627
8119,628
5928,629
5570,631
4986,632
6929,633
7464,633
7899,633
5186,634
5410,634
4283,635
4706,636
5134,637
4432,638
5699,640
9399,640
3352,641
4546,641
4709,641
4905,641
5771,641
10000,641
6691,642
3573,643
106,644
7917,644
2689,645
6139,645
6371,645
7588,645
4289,646
3516,647
5079,648
762,649
6491,649
3577,650
4233,651
4634,651
5648,651
6423,651
7590,651
9375,651
5032,652
2215,653
5145,654
4242,655
7800,655
2782,656
4848,656
4987,656
2941,657
2977,657
7093,658
7496,660
7507,660
7644,660
11063,660
4161,661
2405,662
376,663
2661,663
4220,663
4411,663
5575,663
6336,663
8073,663
2236,664
2897,664
6611,664
7277,664
8666,664
10708,664
10816,664
10824,664
113,665
132,665
3718,665
3784,665
4113,665
10773,665
4916,666
3496,667
4209,667
4504,667
5458,667
5565,667
6134,667
8167,667
8203,667
9628,667
5362,668
8031,669
4889,670
5264,670
4399,671
6804,672
7059,674
2871,675
3722,675
4717,675
8363,675
9687,675
9711,675
9788,675
10218,675
10477,675
10699,675
2191,676
3774,676
3050,677
3608,677
8272,678
3295,680
7874,681
11549,681
3427,682
8397,682
8436,682
8504,682
8592,682
10274,682
6787,683
3699,684
7062,685
4142,686
5173,686
8373,686
8455,686
10057,686
4981,687
5479,687
9527,687
6175,689
8484,689
10200,689
6505,690
7776,691
2682,692
10654,692
11174,692
5270,693
7048,694
2538,695
7585,696
3378,697
4380,697
9299,697
9587,697
10072,697
10326,697
6630,698
3495,699
4622,699
9650,699
3979,701
8581,701
9388,701
10194,701
3190,702
4070,702
4118,702
8296,702
10574,702
14,703
90,703
318,703
3185,703
3910,703
4080,703
5002,703
8278,703
9257,703
9703,703
9790,703
10025,703
10429,703
10886,703
10956,703
10963,703
7308,704
7896,705
2449,706
7961,706
6315,707
5359,708
3640,709
5697,709
9522,709
5915,710
3630,711
7948,711
2569,712
3046,712
3087,712
6226,712
7869,712
7879,712
7626,713
3291,714
887,715
970,715
7432,715
5387,716
6833,716
8665,716
10961,716
2223,717
2627,717
2719,717
9674,717
4407,718
2203,719
2209,719
2323,719
2435,719
6299,719
6990,719
7060,719
7201,719
7219,719
7454,719
11069,719
11448,719
3152,720
5618,721
3064,722
9858,722
1433,724
6532,724
6726,724
7011,724
5249,725
4610,726
6337,726
6347,726
3266,727
3370,728
3874,729
4828,730
3967,731
4088,731
7740,732
7378,733
2828,734
4263,734
4353,734
5225,734
5631,734
5913,734
6031,734
5538,736
2407,737
3135,737
2243,738
3334,739
10141,739
4724,740
9549,740
5590,741
9411,741
5591,742
4190,743
4592,743
6315,743
3115,746
3593,746
4188,746
4234,746
5919,746
6099,746
8153,746
9393,746
5866,747
3760,748
4793,749
4864,749
5115,750
7199,751
3931,752
8261,753
9967,753
2827,754
2882,754
2914,754
2954,754
4382,754
4406,754
4578,754
7576,754
2775,755
4553,755
3606,756
10263,756
5923,757
5181,758
5409,758
9407,758
5019,759
2356,760
4228,760
5214,760
6008,760
5377,761
5929,761
6043,761
9333,761
9544,761
3354,762
5370,762
2716,765
6024,765
11010,765
5512,766
10252,766
4421,769
4430,769
6081,769
6251,771
5885,772
6011,773
5545,774
3150,775
3233,775
3421,775
4330,775
4594,775
5200,775
5826,775
6258,775
9477,775
5200,776
529,777
2287,777
2517,777
3585,777
4224,777
7888,777
3084,778
3498,778
3658,778
4629,778
4688,778
4903,778
5251,778
9579,778
7585,779
7645,779
8029,779
10856,779
2792,780
3444,781
5398,781
10163,781
10388,781
3426,782
10096,782
1420,784
2356,784
2764,784
2820,784
6155,784
6537,784
6813,784
7920,785
156,786
170,786
977,786
6619,786
6862,786
4146,787
6797,789
6811,789
6967,789
7306,789
7458,789
6752,790
6959,790
2381,793
2428,793
7039,793
11127,793
1277,796
6491,796
2373,797
2414,797
6648,797
6944,797
2417,798
2717,798
2848,798
3166,798
5262,798
5338,798
10543,798
39,799
153,799
557,799
3796,799
3948,799
3952,799
3968,799
10324,799
10328,799
10568,799
10680,799
10930,799
6502,800
576,801
2387,801
4790,801
10210,801
5846,802
2723,804
3469,804
4447,804
4456,804
4511,804
4716,804
5902,804
7607,804
7671,804
2394,805
7170,805
1322,806
7819,806
6556,807
3509,808
2262,811
3153,812
8136,812
614,813
2275,813
2380,813
7498,813
8701,813
9683,813
3069,814
6065,815
2667,816
2905,816
3404,816
3762,816
4683,816
9373,816
9573,816
10186,816
4042,817
2509,820
11655,820
6310,821
947,822
1597,822
7029,822
10842,822
4223,823
470,824
660,824
871,824
1507,824
2667,824
2762,824
2905,824
3460,824
3573,824
3762,824
4108,824
4875,824
5064,824
5276,824
5375,824
5905,824
6772,824
7205,824
9559,824
11149,824
11350,824
11600,824
5501,825
5502,825
5743,825
9348,825
9485,825
9604,825
9664,825
2767,827
6056,827
7349,828
4083,829
2380,830
2765,830
4776,830
8022,830
3902,833
8390,833
3028,834
6894,835
7341,835
8428,836
8481,836
8195,837
5020,838
10623,838
3201,839
10416,839
10692,839
5054,840
4485,841
2552,842
2871,842
11352,842
354,844
794,844
4050,844
9725,844
8090,845
3990,846
6172,847
3957,848
206,849
2793,849
8095,849
10958,849
11164,849
5591,851
7517,851
7800,851
4469,852
4031,853
4820,854
5386,854
5941,854
7667,855
3621,856
9611,856
4627,857
9511,857
10121,857
5298,858
3128,859
4872,859
10148,859
7118,860
8275,861
5507,862
6581,862
203,863
3800,863
3978,863
8406,863
10658,863
344,864
4399,864
10902,864
5835,866
6434,866
8404,867
4539,868
4988,868
6328,868
8264,869
4616,870
5948,870
9703,870
10080,870
10244,870
5517,871
8559,872
88,873
3172,873
5920,873
10017,873
10445,873
10661,873
3209,875
4100,875
5371,875
6214,875
8323,875
9271,875
9880,875
3157,876
4693,877
4983,878
3502,879
5069,879
5159,880
4817,881
4990,881
5644,881
5665,881
6075,881
6692,881
6836,881
8077,881
8084,881
2580,882
2823,882
3277,882
4720,882
5622,882
7688,882
7726,882
4175,885
6151,886
9987,886
5065,887
5724,888
8583,889
8408,890
173,891
609,891
4477,891
4757,891
5327,891
6865,891
7372,891
9865,891
10195,891
11452,891
5107,892
5211,893
6239,894
7348,894
7567,894
8395,894
8766,894
10972,894
10975,894
10998,894
11115,894
11394,894
11651,894
5996,895
298,896
407,896
815,896
1048,896
1641,896
3697,896
4935,896
5547,896
3644,898
2911,899
3034,900
5536,902
4310,903
4383,903
5842,903
6070,903
7585,903
7593,903
6906,904
4564,905
2568,906
4635,906
144,907
672,907
3601,907
3681,907
3765,907
10456,907
10848,907
10931,907
11003,907
11084,907
5095,909
7273,910
5339,911
2761,912
3988,912
4056,912
5084,912
7067,912
10181,912
10496,912
2773,913
4235,913
4789,913
5982,913
3446,914
4170,915
4422,915
2719,916
4150,916
6908,917
2305,919
4437,920
4564,920
3127,921
6218,921
6284,921
9594,921
2875,922
9606,922
3287,923
9643,923
3593,925
5030,925
6035,925
6083,925
10421,925
10694,925
5696,926
9392,926
4790,927
5723,927
5964,928
8268,928
52,929
3782,929
9750,929
9848,929
10075,929
10986,929
3472,931
4779,932
5177,932
5525,932
5605,932
9330,932
9530,932
3102,933
3151,933
9273,933
10464,933
7455,934
3293,935
3646,935
4954,935
5611,935
5873,935
7881,935
10977,935
4615,937
4984,938
5156,938
3799,941
5189,941
5453,941
9524,941
3434,942
4488,944
4587,944
4721,944
5612,944
9352,944
3396,945
2976,946
5406,947
3262,948
57,949
3884,949
5351,950
5361,951
7045,952
7707,952
4554,953
5678,954
4732,955
6366,956
7415,957
8076,958
5643,959
2390,961
2878,961
3036,961
4434,961
5589,961
5825,961
6081,961
6621,961
7484,961
7515,961
9390,961
6414,963
4352,964
5589,964
9497,964
5886,965
4573,966
5207,966
5478,967
5996,967
3389,968
3961,968
3225,969
5992,969
9817,969
9899,969
10052,969
10569,969
5851,970
8369,970
8535,970
3813,971
5444,971
6392,972
9377,972
7125,973
4006,974
6877,975
935,976
4009,976
5379,976
9576,976
7495,977
7127,978
7326,978
8629,978
11140,978
3420,979
3163,980
7705,980
8493,980
9932,980
10573,980
165,983
506,983
2808,983
3692,983
4342,983
4397,983
4600,983
4744,983
4965,983
4997,983
5006,983
5065,983
5082,983
6806,983
8148,983
9367,983
9368,983
9372,983
10204,983
7417,984
2870,985
4139,986
1124,987
6722,987
6808,987
4068,988
5947,989
6094,990
7007,991
5966,992
10354,992
3347,993
3660,993
5304,993
6652,994
7380,994
8021,994
9677,994
9682,994
10268,994
10529,994
11501,994
68,996
3422,996
6573,997
8923,997
5109,998
9320,998
3812,999
2720,1000
3002,1000
6087,1000
7832,1000
9601,1000
9991,1000
4544,1001
4996,1001
3649,1002
3540,1003
5612,1003
4375,1004
8172,1005
3121,1006
3214,1006
3520,1006
5676,1006
3387,1007
5938,1007
6282,1007
2957,1008
7502,1009
8076,1009
2698,1010
2789,1010
6110,1010
7760,1010
8180,1010
9999,1010
10748,1010
2332,1013
5409,1014
5412,1014
5358,1015
3426,1016
9876,1016
10096,1016
5106,1017
5148,1018
5515,1018
2971,1020
2857,1021
6499,1022
11251,1022
3404,1024
5322,1024
9373,1024
4442,1027
2633,1028
5423,1029
5462,1030
8146,1031
233,1032
2331,1032
2352,1032
1529,1033
7108,1033
8291,1033
10972,1033
11481,1033
7155,1034
7196,1034
366,1035
1696,1035
1697,1035
1810,1035
1865,1035
2035,1035
7914,1035
9113,1035
9192,1035
11470,1035
2749,1036
2957,1037
5925,1037
5135,1038
6390,1039
3314,1040
3443,1040
5706,1040
4707,1041
4794,1041
5995,1041
4305,1042
4946,1042
6358,1042
9888,1042
7573,1043
2570,1044
4934,1044
8005,1044
9990,1044
10406,1044
10465,1044
10611,1044
11176,1044
5742,1046
5952,1047
513,1048
2334,1048
2657,1048
2679,1048
3700,1048
3753,1048
6396,1048
7798,1048
8446,1048
11026,1048
6222,1049
7280,1050
8613,1050
3143,1051
3270,1051
3356,1051
5939,1051
9844,1051
4220,1052
2365,1053
6546,1053
5811,1054
5121,1055
4494,1057
5141,1057
5864,1057
4966,1058
2474,1059
2826,1059
3597,1059
4472,1059
7259,1059
7624,1059
3023,1060
8407,1060
9470,1060
10203,1060
2412,1061
2502,1061
8637,1061
6647,1062
7764,1062
3372,1063
5494,1063
5780,1063
5556,1065
3489,1066
3160,1068
2543,1069
11147,1069
3527,1070
3835,1070
4216,1070
4854,1070
6055,1070
10002,1070
3397,1071
2427,1072
3021,1072
3430,1072
7261,1072
